code,period,period_type,sales_m,op_profit_m,net_profit_m,eps,dps,source
2060,2022.03,annual,243202.0,4293.0,3659.0,94.7,25.0,kabutan
2060,2023.03,annual,307911.0,1422.0,1030.0,27.0,25.0,kabutan
2060,2024.03,annual,313875.0,7748.0,5084.0,133.0,27.0,kabutan
2060,2025.03,annual,296045.0,6343.0,5387.0,140.8,35.5,kabutan
2060,2026.03,annual,288000.0,7600.0,6000.0,156.8,42.0,kabutan
2108,2022.03,annual,58492.0,2229.0,1975.0,141.8,50.0,kabutan
2108,2023.03,annual,65013.0,1506.0,1260.0,93.6,50.0,kabutan
2108,2024.03,annual,69297.0,910.0,1811.0,138.5,55.0,kabutan
2108,2025.03,annual,64796.0,535.0,2703.0,215.2,80.0,kabutan
2108,2026.03,annual,69000.0,-400.0,4700.0,388.8,160.0,kabutan
2109,2022.03,annual,147880.0,3630.0,3657.0,112.9,60.0,kabutan
2109,2023.03,annual,163310.0,1100.0,7911.0,245.2,120.0,kabutan
2109,2024.03,annual,170774.0,4251.0,8445.0,261.7,130.0,kabutan
2109,2025.03,annual,178785.0,13840.0,6295.0,195.1,130.0,kabutan
2109,2026.03,annual,200000.0,12300.0,3900.0,125.3,130.0,kabutan
2112,2022.03,annual,25134.0,807.0,609.0,22.4,5.0,kabutan
2112,2023.03,annual,27950.0,622.0,498.0,18.3,5.0,kabutan
2112,2024.03,annual,31550.0,1495.0,1475.0,54.0,9.0,kabutan
2112,2025.03,annual,32519.0,2880.0,2136.0,77.9,15.0,kabutan
2112,2026.03,annual,32200.0,2500.0,2400.0,87.2,20.0,kabutan
2114,2022.03,annual,20096.0,1604.0,1614.0,30.1,6.5,kabutan
2114,2023.03,annual,22677.0,1814.0,1672.0,31.2,8.5,kabutan
2114,2024.03,annual,25889.0,2173.0,2370.0,44.1,16.0,kabutan
2114,2025.03,annual,28209.0,3232.0,2845.0,53.7,17.0,kabutan
2114,2026.03,annual,28700.0,3500.0,3000.0,58.5,18.0,kabutan
2117,2022.03,annual,46062.0,2164.0,1715.0,77.6,67.0,kabutan
2117,2023.03,annual,58347.0,1606.0,1062.0,43.3,70.0,kabutan
2117,2024.03,annual,92192.0,5802.0,5524.0,168.6,102.0,kabutan
2117,2025.03,annual,97069.0,8024.0,5565.0,170.1,102.0,kabutan
2117,2026.03,annual,114000.0,8500.0,5900.0,180.2,108.0,kabutan
2120,2022.09,annual,35730.0,1672.0,1180.0,9.0,2.25,kabutan
2120,2023.09,annual,36405.0,1842.0,939.0,7.3,4.26,kabutan
2120,2024.09,annual,26312.0,3027.0,-8463.0,-66.1,0.73,kabutan
2120,2025.09,annual,28127.0,3815.0,5317.0,41.5,10.41,kabutan
2120,2026.09,annual,29700.0,3000.0,1900.0,14.8,5.21,kabutan
2121,2022.03,annual,122030.0,17808.0,10262.0,139.9,110.0,kabutan
2121,2023.03,annual,146867.0,24820.0,5161.0,70.9,110.0,kabutan
2121,2024.03,annual,146868.0,19177.0,7082.0,99.7,110.0,kabutan
2121,2025.03,annual,154847.0,26600.0,17601.0,255.4,120.0,kabutan
2121,2026.03,annual,168000.0,20000.0,13000.0,199.7,120.0,kabutan
2122,2022.09,annual,7123.0,1067.0,563.0,85.6,25.0,kabutan
2122,2023.09,annual,7284.0,791.0,585.0,93.4,25.0,kabutan
2122,2024.09,annual,7909.0,555.0,59.0,9.5,30.0,kabutan
2122,2025.09,annual,8846.0,371.0,206.0,32.8,30.0,kabutan
2122,2026.09,annual,9800.0,700.0,420.0,66.9,30.0,kabutan
2124,2022.12,annual,30435.0,7044.0,5029.0,31.1,20.0,kabutan
2124,2023.12,annual,34475.0,8215.0,5978.0,37.4,22.5,kabutan
2124,2024.12,annual,39156.0,9090.0,5611.0,35.2,26.0,kabutan
2124,2025.12,annual,46089.0,11683.0,8400.0,53.0,36.0,kabutan
2124,2026.12,annual,53200.0,12600.0,8600.0,54.3,38.0,kabutan
2127,2022.03,annual,40401.0,16430.0,11437.0,34.6,18.0,kabutan
2127,2023.03,annual,41315.0,15298.0,9842.0,29.8,23.0,kabutan
2127,2024.03,annual,44136.0,16066.0,10727.0,33.0,23.0,kabutan
2127,2025.03,annual,44077.0,16715.0,10955.0,34.5,29.0,kabutan
2127,2026.03,annual,46300.0,17000.0,11000.0,34.7,29.0,kabutan
2130,2022.03,annual,14938.0,1876.0,1404.0,107.7,25.0,kabutan
2130,2023.03,annual,17662.0,1441.0,1009.0,76.2,30.0,kabutan
2130,2024.03,annual,20467.0,46.0,126.0,9.7,31.0,kabutan
2130,2025.03,annual,22329.0,493.0,349.0,27.4,32.0,kabutan
2130,2026.03,annual,24400.0,1400.0,930.0,72.8,33.0,kabutan
2134,2022.03,annual,386.0,-579.0,-1246.0,-12.7,0.0,kabutan
2134,2023.03,annual,381.0,-482.0,-904.0,-7.8,0.0,kabutan
2134,2024.03,annual,234.0,-330.0,-489.0,-3.5,0.0,kabutan
2134,2025.03,annual,701.0,-579.0,-835.0,-3.0,0.0,kabutan
2134,2026.03,annual,1910.0,-820.0,-940.0,-1.9,0.0,kabutan
2136,2022.03,annual,5188.0,453.0,403.0,101.5,30.0,kabutan
2136,2023.03,annual,5475.0,577.0,401.0,101.0,40.0,kabutan
2136,2024.03,annual,5660.0,554.0,388.0,97.9,50.0,kabutan
2136,2025.03,annual,5969.0,565.0,413.0,105.7,54.0,kabutan
2136,2026.03,annual,6261.0,568.0,385.0,101.2,70.0,kabutan
2138,2022.03,annual,15477.0,1238.0,310.0,27.9,0.0,kabutan
2138,2023.03,annual,14000.0,644.0,254.0,22.9,0.0,kabutan
2138,2024.03,annual,14270.0,161.0,1008.0,91.2,0.0,kabutan
2138,2025.03,annual,14191.0,-1025.0,-530.0,-53.7,0.0,kabutan
2138,2026.03,annual,11821.0,30.0,-170.0,-17.8,0.0,kabutan
2139,2022.03,annual,7060.0,81.0,101.0,14.9,5.0,kabutan
2139,2023.03,annual,8517.0,189.0,84.0,12.5,10.0,kabutan
2139,2024.03,annual,10237.0,304.0,192.0,28.4,12.0,kabutan
2139,2025.03,annual,11332.0,309.0,163.0,24.1,12.0,kabutan
2139,2026.03,annual,13200.0,400.0,240.0,35.3,12.0,kabutan
2146,2022.03,annual,156769.0,6257.0,3140.0,5.2,1.6,kabutan
2146,2023.03,annual,170631.0,8914.0,3831.0,6.3,0.0,kabutan
2146,2024.03,annual,167030.0,9344.0,6361.0,10.7,6.41,kabutan
2146,2025.03,annual,194748.0,8074.0,8965.0,15.0,9.0,kabutan
2146,2026.03,annual,168000.0,9500.0,6100.0,10.7,10.85,kabutan
2148,2022.03,annual,8092.0,2687.0,1800.0,90.9,23.0,kabutan
2148,2023.03,annual,8752.0,2930.0,1974.0,99.8,28.0,kabutan
2148,2024.03,annual,8001.0,2228.0,1501.0,77.0,115.0,kabutan
2148,2025.03,annual,8100.0,2028.0,1496.0,77.2,100.0,kabutan
2148,2026.03,annual,8500.0,2100.0,1500.0,77.0,100.0,kabutan
2152,2022.03,annual,6614.0,1325.0,954.0,88.4,19.0,kabutan
2152,2023.03,annual,6917.0,1453.0,1079.0,100.0,22.0,kabutan
2152,2024.03,annual,6951.0,1336.0,965.0,89.3,23.0,kabutan
2152,2025.03,annual,7073.0,1164.0,872.0,80.8,24.0,kabutan
2152,2026.03,annual,7400.0,1200.0,876.0,81.1,24.0,kabutan
2153,2022.05,annual,36668.0,4491.0,3121.0,197.5,43.0,kabutan
2153,2023.05,annual,37509.0,4451.0,3051.0,195.3,50.0,kabutan
2153,2024.05,annual,37207.0,4348.0,3032.0,193.6,55.0,kabutan
2153,2025.05,annual,42705.0,4481.0,3203.0,204.1,67.0,kabutan
2153,2026.05,annual,47000.0,5000.0,3350.0,185.6,69.0,kabutan
2154,2022.06,annual,148573.0,10103.0,6975.0,78.3,45.0,kabutan
2154,2023.06,annual,150697.0,12164.0,9533.0,109.1,50.0,kabutan
2154,2024.06,annual,173225.0,14293.0,11768.0,135.8,65.0,kabutan
2154,2025.06,annual,187954.0,16244.0,12559.0,144.6,75.0,kabutan
2154,2026.06,annual,171000.0,16500.0,11800.0,138.9,85.0,kabutan
2156,2022.03,annual,1938.0,59.0,-25.0,-6.7,4.0,kabutan
2156,2023.03,annual,2107.0,168.0,136.0,36.0,5.0,kabutan
2156,2024.03,annual,2050.0,37.0,-74.0,-19.6,6.0,kabutan
2156,2025.03,annual,2097.0,9.0,27.0,6.5,6.0,kabutan
2156,2026.03,annual,,150.0,,,6.0,kabutan
2157,2022.08,annual,37995.0,2205.0,3643.0,44.7,8.0,kabutan
2157,2023.08,annual,54629.0,7667.0,7104.0,87.1,12.0,kabutan
2157,2024.08,annual,63263.0,10164.0,6735.0,82.7,18.0,kabutan
2157,2025.08,annual,69387.0,11392.0,5258.0,64.0,24.0,kabutan
2157,2026.08,annual,82544.0,12966.0,8496.0,103.1,26.0,kabutan
2158,2022.03,annual,10932.0,1721.0,1308.0,33.4,7.0,kabutan
2158,2023.03,annual,7215.0,-1361.0,-1701.0,-43.3,0.0,kabutan
2158,2024.03,annual,7375.0,-185.0,-2843.0,-72.3,0.0,kabutan
2158,2025.03,annual,6099.0,527.0,555.0,14.1,0.0,kabutan
2158,2026.03,annual,7700.0,700.0,615.0,15.7,0.0,kabutan
2160,2022.12,annual,17418.0,1377.0,388.0,8.2,0.0,kabutan
2160,2023.12,annual,26010.0,13108.0,8094.0,169.5,0.0,kabutan
2160,2024.12,annual,23611.0,1402.0,1098.0,22.0,0.0,kabutan
2160,2025.12,annual,26840.0,-3471.0,-4244.0,-80.9,0.0,kabutan
2160,2026.12,annual,27158.0,,,,0.0,kabutan
2162,2022.03,annual,63277.0,-361.0,-1980.0,-121.2,5.0,kabutan
2162,2023.03,annual,79033.0,1537.0,505.0,32.5,6.0,kabutan
2162,2024.03,annual,72874.0,1888.0,737.0,47.4,7.0,kabutan
2162,2025.03,annual,75707.0,1650.0,630.0,39.8,14.0,kabutan
2162,2026.03,annual,75600.0,1500.0,200.0,10.4,3.0,kabutan
2163,2023.01,annual,9242.0,1194.0,895.0,84.2,60.0,kabutan
2163,2024.01,annual,10110.0,1522.0,1051.0,99.0,75.0,kabutan
2163,2025.01,annual,11125.0,1810.0,1260.0,118.6,82.0,kabutan
2163,2026.01,annual,12046.0,1821.0,1258.0,118.5,84.0,kabutan
2163,2027.01,annual,14021.0,2017.0,1248.0,117.7,86.0,kabutan
2164,2022.08,annual,2887.0,9.0,8.0,1.6,0.0,kabutan
2164,2023.08,annual,2926.0,-20.0,-51.0,-9.0,0.0,kabutan
2164,2024.08,annual,2977.0,34.0,3.0,0.8,0.0,kabutan
2164,2025.08,annual,3153.0,45.0,41.0,5.5,0.0,kabutan
2164,2026.08,annual,,,,,0.0,kabutan
2168,2022.05,annual,366096.0,22083.0,8621.0,220.2,35.0,kabutan
2168,2023.05,annual,372579.0,14377.0,6099.0,155.7,35.0,kabutan
2168,2024.05,annual,356733.0,6794.0,95891.0,2447.6,75.0,kabutan
2168,2025.05,annual,309240.0,-1237.0,-8658.0,-221.8,75.0,kabutan
2168,2026.05,annual,330000.0,2500.0,500.0,13.4,75.0,kabutan
2169,2022.12,annual,9658.0,1550.0,1006.0,147.5,60.0,kabutan
2169,2023.12,annual,9722.0,1465.0,998.0,146.4,66.0,kabutan
2169,2024.12,annual,10492.0,1506.0,1056.0,154.9,78.0,kabutan
2169,2025.12,annual,8827.0,685.0,456.0,66.9,74.0,kabutan
2169,2026.12,annual,9451.0,993.0,663.0,97.2,74.0,kabutan
2170,2022.12,annual,32776.0,3627.0,2058.0,18.5,7.7,kabutan
2170,2023.12,annual,33969.0,4623.0,2842.0,25.5,11.3,kabutan
2170,2024.12,annual,37458.0,5485.0,3691.0,34.4,12.2,kabutan
2170,2025.12,annual,41522.0,4204.0,1621.0,15.0,16.0,kabutan
2170,2026.12,annual,46700.0,6310.0,3470.0,32.1,16.4,kabutan
2173,2023.03,annual,13943.0,739.0,553.0,36.1,10.0,kabutan
2173,2023.12,annual,13136.0,1027.0,678.0,44.2,13.5,kabutan
2173,2024.12,annual,18845.0,1393.0,999.0,64.5,19.0,kabutan
2173,2025.12,annual,23336.0,2592.0,1913.0,122.6,30.0,kabutan
2173,2026.12,annual,23750.0,2248.0,1638.0,104.6,27.0,kabutan
2175,2022.03,annual,38899.0,6318.0,5408.0,62.1,10.5,kabutan
2175,2023.03,annual,45667.0,7279.0,6406.0,73.5,15.0,kabutan
2175,2024.03,annual,53973.0,8269.0,7227.0,83.0,20.0,kabutan
2175,2025.03,annual,60952.0,6335.0,6054.0,71.0,28.5,kabutan
2175,2026.03,annual,67544.0,7287.0,7029.0,85.6,29.5,kabutan
2179,2022.03,annual,12333.0,640.0,331.0,59.8,8.3,kabutan
2179,2023.03,annual,12671.0,712.0,421.0,76.0,17.0,kabutan
2179,2024.03,annual,13102.0,702.0,433.0,78.2,18.0,kabutan
2179,2025.03,annual,14287.0,778.0,461.0,83.2,19.0,kabutan
2179,2026.03,annual,15200.0,826.0,429.0,77.3,22.0,kabutan
2180,2022.06,annual,16190.0,767.0,581.0,38.6,12.0,kabutan
2180,2023.06,annual,18956.0,1296.0,884.0,59.3,15.0,kabutan
2180,2024.06,annual,17908.0,1465.0,795.0,53.3,20.0,kabutan
2180,2025.06,annual,19587.0,1597.0,948.0,63.6,22.0,kabutan
2180,2026.06,annual,23200.0,2250.0,1280.0,86.4,26.0,kabutan
2181,2022.03,annual,1060893.0,48143.0,31906.0,13.9,4.2,kabutan
2181,2023.03,annual,1242611.0,42754.0,22761.0,9.9,6.1,kabutan
2181,2024.03,annual,1327123.0,52065.0,29971.0,13.2,8.6,kabutan
2181,2025.03,annual,1451238.0,57426.0,35871.0,16.2,9.5,kabutan
2181,2026.03,annual,1540000.0,66000.0,41000.0,18.4,11.0,kabutan
2183,2022.03,annual,11555.0,1085.0,790.0,35.0,14.0,kabutan
2183,2023.03,annual,12516.0,1256.0,1004.0,44.5,14.0,kabutan
2183,2024.03,annual,12307.0,725.0,338.0,15.0,15.0,kabutan
2183,2025.03,annual,10437.0,-583.0,-539.0,-23.9,16.0,kabutan
2183,2026.03,annual,8663.0,-2138.0,-2377.0,-105.2,8.0,kabutan
2185,2022.09,annual,17917.0,2590.0,2003.0,150.6,30.0,kabutan
2185,2023.09,annual,18451.0,2617.0,1762.0,133.0,38.0,kabutan
2185,2024.09,annual,19523.0,2975.0,2078.0,156.7,44.0,kabutan
2185,2025.09,annual,18256.0,2694.0,2149.0,164.1,52.0,kabutan
2185,2026.09,annual,20000.0,3000.0,2200.0,170.3,55.0,kabutan
2186,2022.02,annual,8163.0,603.0,447.0,56.8,33.0,kabutan
2186,2023.02,annual,8159.0,643.0,683.0,86.8,33.0,kabutan
2186,2024.02,annual,8169.0,670.0,513.0,65.3,33.0,kabutan
2186,2025.02,annual,8682.0,612.0,432.0,54.9,33.0,kabutan
2186,2026.02,annual,8900.0,650.0,440.0,55.9,33.0,kabutan
2193,2022.12,annual,9086.0,-3520.0,-3488.0,-33.5,0.0,kabutan
2193,2023.12,annual,7607.0,-2799.0,-2229.0,-23.2,0.0,kabutan
2193,2024.12,annual,5876.0,673.0,1332.0,15.6,0.0,kabutan
2193,2025.12,annual,5336.0,264.0,741.0,9.6,0.0,kabutan
2193,2026.12,annual,,,,,0.0,kabutan
2195,2022.12,annual,4824.0,609.0,531.0,30.3,3.0,kabutan
2195,2023.12,annual,4536.0,472.0,308.0,17.6,4.0,kabutan
2195,2024.12,annual,4931.0,473.0,423.0,24.1,4.0,kabutan
2195,2025.12,annual,4865.0,435.0,310.0,17.7,5.0,kabutan
2195,2026.12,annual,5200.0,500.0,363.0,20.7,5.0,kabutan
2198,2022.10,annual,19056.0,1808.0,1398.0,47.5,10.0,kabutan
2198,2023.10,annual,21990.0,1955.0,1340.0,45.9,24.0,kabutan
2198,2024.10,annual,23263.0,2490.0,1702.0,59.4,24.0,kabutan
2198,2025.10,annual,22455.0,1820.0,1963.0,68.0,24.0,kabutan
2198,2026.10,annual,22850.0,1200.0,720.0,24.7,24.0,kabutan
2201,2022.03,annual,181251.0,17685.0,27773.0,276.3,45.0,kabutan
2201,2023.03,annual,194373.0,15235.0,10059.0,104.4,50.0,kabutan
2201,2024.03,annual,213368.0,20273.0,15154.0,165.6,55.0,kabutan
2201,2025.03,annual,228957.0,21266.0,17710.0,200.9,60.0,kabutan
2201,2026.03,annual,236000.0,22300.0,18200.0,216.7,65.0,kabutan
2204,2022.03,annual,33058.0,-255.0,233.0,39.0,50.0,kabutan
2204,2023.03,annual,35554.0,-246.0,-28.0,-4.7,50.0,kabutan
2204,2024.03,annual,37770.0,830.0,405.0,68.2,60.0,kabutan
2204,2025.03,annual,37248.0,1070.0,885.0,152.5,70.0,kabutan
2204,2026.03,annual,37300.0,1200.0,880.0,154.0,75.0,kabutan
2206,2022.12,annual,303921.0,12845.0,8099.0,126.6,80.0,kabutan
2206,2023.12,annual,332590.0,18622.0,14133.0,222.3,80.0,kabutan
2206,2024.12,annual,331129.0,11065.0,8113.0,127.5,90.0,kabutan
2206,2025.12,annual,361390.0,8736.0,5036.0,79.1,95.0,kabutan
2206,2026.12,annual,380000.0,14000.0,10000.0,157.1,95.0,kabutan
2207,2022.03,annual,21136.0,350.0,1816.0,107.5,26.0,kabutan
2207,2023.03,annual,22727.0,95.0,700.0,41.5,26.0,kabutan
2207,2024.03,annual,24392.0,232.0,-703.0,-41.6,28.0,kabutan
2207,2025.03,annual,28071.0,1405.0,4719.0,278.8,35.0,kabutan
2207,2026.03,annual,29500.0,1600.0,2800.0,171.8,55.0,kabutan
2208,2022.03,annual,94451.0,4117.0,3374.0,140.5,25.0,kabutan
2208,2023.03,annual,97383.0,1613.0,1096.0,45.6,26.0,kabutan
2208,2024.03,annual,103717.0,3810.0,3071.0,127.9,27.0,kabutan
2208,2025.03,annual,113475.0,7470.0,5566.0,231.2,37.0,kabutan
2208,2026.03,annual,119700.0,7300.0,5700.0,235.8,42.0,kabutan
2209,2022.03,annual,42151.0,1704.0,1473.0,112.6,26.0,kabutan
2209,2023.03,annual,44685.0,1992.0,1611.0,123.2,28.0,kabutan
2209,2024.03,annual,48222.0,2537.0,1930.0,147.6,31.0,kabutan
2209,2025.03,annual,51121.0,3005.0,2198.0,168.3,36.0,kabutan
2209,2026.03,annual,52500.0,3050.0,2250.0,175.8,36.0,kabutan
2211,2022.12,annual,100614.0,4334.0,3376.0,131.0,30.0,kabutan
2211,2023.12,annual,105534.0,1374.0,969.0,37.6,30.0,kabutan
2211,2024.12,annual,109984.0,2298.0,1672.0,64.9,30.0,kabutan
2211,2025.12,annual,119558.0,2840.0,2031.0,78.8,30.0,kabutan
2211,2026.12,annual,125000.0,3200.0,2100.0,81.5,30.0,kabutan
2212,2022.12,annual,1077009.0,22032.0,12368.0,59.1,22.0,kabutan
2212,2023.12,annual,1175562.0,41962.0,30168.0,146.2,25.0,kabutan
2212,2024.12,annual,1244488.0,51873.0,36015.0,178.6,45.0,kabutan
2212,2025.12,annual,1311430.0,61141.0,40893.0,206.8,60.0,kabutan
2212,2026.12,annual,1338000.0,64000.0,42500.0,215.8,60.0,kabutan
2215,2022.12,annual,24552.0,-547.0,-1145.0,-165.5,0.0,kabutan
2215,2023.12,annual,26442.0,597.0,474.0,68.5,0.0,kabutan
2215,2024.12,annual,27183.0,604.0,2055.0,296.8,0.0,kabutan
2215,2025.12,annual,28957.0,466.0,320.0,46.3,0.0,kabutan
2215,2026.12,annual,32900.0,370.0,180.0,26.0,0.0,kabutan
2216,2022.12,annual,25118.0,1933.0,1346.0,32.0,10.5,kabutan
2216,2023.12,annual,29015.0,3388.0,2462.0,59.0,19.33,kabutan
2216,2024.12,annual,31778.0,4284.0,3260.0,77.5,31.0,kabutan
2216,2025.12,annual,34771.0,4691.0,3378.0,80.2,32.0,kabutan
2216,2026.12,annual,36500.0,4900.0,3450.0,81.9,33.0,kabutan
2217,2023.01,annual,32505.0,2423.0,1703.0,80.7,21.67,kabutan
2217,2024.01,annual,34933.0,2474.0,1715.0,81.6,32.67,kabutan
2217,2025.01,annual,36017.0,2058.0,1414.0,68.9,27.33,kabutan
2217,2026.01,annual,36273.0,1264.0,642.0,31.9,16.0,kabutan
2217,2027.01,annual,36820.0,1310.0,770.0,38.4,16.0,kabutan
2220,2022.03,annual,85163.0,4832.0,4419.0,69.9,18.0,kabutan
2220,2023.03,annual,94992.0,3564.0,1892.0,29.9,18.33,kabutan
2220,2024.03,annual,95534.0,4467.0,2257.0,35.7,18.67,kabutan
2220,2025.03,annual,103262.0,5500.0,5417.0,85.7,19.0,kabutan
2220,2026.03,annual,137500.0,7000.0,24200.0,382.6,22.0,kabutan
2221,2022.03,annual,18043.0,-326.0,828.0,73.9,16.0,kabutan
2221,2023.03,annual,20386.0,-213.0,3970.0,354.3,18.5,kabutan
2221,2024.03,annual,22000.0,603.0,1957.0,175.4,23.0,kabutan
2221,2025.03,annual,24954.0,815.0,2909.0,279.6,30.0,kabutan
2221,2026.03,annual,29000.0,300.0,1600.0,156.0,30.0,kabutan
2222,2022.03,annual,32191.0,1402.0,1915.0,12.3,6.0,kabutan
2222,2023.03,annual,50155.0,9951.0,7018.0,45.1,14.0,kabutan
2222,2024.03,annual,64035.0,15780.0,10831.0,69.6,28.0,kabutan
2222,2025.03,annual,72349.0,17610.0,12122.0,78.0,32.0,kabutan
2222,2026.03,annual,79670.0,19650.0,13400.0,86.8,35.0,kabutan
2224,2022.03,annual,6510.0,212.0,141.0,40.6,7.0,kabutan
2224,2023.03,annual,7040.0,46.0,30.0,8.8,7.0,kabutan
2224,2024.03,annual,7309.0,81.0,42.0,12.1,7.0,kabutan
2224,2025.03,annual,7111.0,66.0,42.0,12.3,7.0,kabutan
2224,2026.03,annual,7200.0,160.0,100.0,28.8,7.0,kabutan
2226,2022.03,annual,30395.0,1089.0,758.0,71.1,22.5,kabutan
2226,2023.03,annual,44574.0,1774.0,1164.0,109.2,32.5,kabutan
2226,2024.03,annual,54829.0,3598.0,2208.0,207.0,50.0,kabutan
2226,2025.03,annual,59383.0,4019.0,2590.0,242.8,55.0,kabutan
2226,2026.03,annual,61000.0,3800.0,2400.0,225.0,55.0,kabutan
2229,2022.03,annual,245419.0,25135.0,18053.0,136.3,52.0,kabutan
2229,2023.03,annual,279315.0,22233.0,14772.0,115.2,52.0,kabutan
2229,2024.03,annual,303027.0,27304.0,19886.0,159.2,56.0,kabutan
2229,2025.03,annual,322564.0,29066.0,20874.0,167.1,58.0,kabutan
2229,2026.03,annual,339000.0,26000.0,17500.0,143.9,66.0,kabutan
2264,2022.03,annual,503354.0,29792.0,33782.0,343.7,40.0,kabutan
2264,2023.03,annual,525603.0,23939.0,16875.0,186.6,45.0,kabutan
2264,2024.03,annual,547059.0,27839.0,61307.0,696.9,60.0,kabutan
2264,2025.03,annual,561173.0,29658.0,5459.0,64.6,90.0,kabutan
2264,2026.03,annual,570000.0,33000.0,19000.0,235.5,93.0,kabutan
2266,2022.12,annual,41924.0,345.0,219.0,11.3,20.0,kabutan
2266,2023.12,annual,44296.0,626.0,446.0,22.9,25.0,kabutan
2266,2024.12,annual,42924.0,1865.0,1041.0,53.4,20.0,kabutan
2266,2025.12,annual,43293.0,1435.0,1485.0,76.3,20.0,kabutan
2266,2026.12,annual,55000.0,2300.0,1500.0,77.0,20.0,kabutan
2267,2022.03,annual,415116.0,53202.0,44917.0,140.2,36.0,kabutan
2267,2023.03,annual,483071.0,66068.0,50641.0,162.1,45.0,kabutan
2267,2024.03,annual,503079.0,63399.0,51006.0,164.5,55.5,kabutan
2267,2025.03,annual,499683.0,55391.0,45533.0,150.5,64.0,kabutan
2267,2026.03,annual,489500.0,48500.0,46500.0,159.0,70.0,kabutan
2268,2022.12,annual,22038.0,1709.0,1232.0,128.0,30.0,kabutan
2268,2023.12,annual,24760.0,1828.0,1201.0,124.7,40.0,kabutan
2268,2024.12,annual,30688.0,2363.0,1543.0,160.2,50.0,kabutan
2268,2025.12,annual,34285.0,2768.0,1770.0,183.8,80.0,kabutan
2268,2026.12,annual,35830.0,2830.0,1800.0,186.8,60.0,kabutan
2269,2022.03,annual,1013092.0,92922.0,87497.0,303.6,85.0,kabutan
2269,2023.03,annual,1062157.0,75433.0,69424.0,247.4,90.0,kabutan
2269,2024.03,annual,1105494.0,84322.0,50675.0,181.6,95.0,kabutan
2269,2025.03,annual,1154074.0,84702.0,50800.0,186.1,100.0,kabutan
2269,2026.03,annual,1177000.0,91000.0,36500.0,134.6,105.0,kabutan
2270,2022.03,annual,558403.0,18059.0,12068.0,178.7,60.0,kabutan
2270,2023.03,annual,584308.0,13054.0,9129.0,135.2,60.0,kabutan
2270,2024.03,annual,605424.0,18460.0,19430.0,287.7,80.0,kabutan
2270,2025.03,annual,615819.0,19125.0,13904.0,205.9,100.0,kabutan
2270,2026.03,annual,615000.0,19000.0,30000.0,495.5,100.0,kabutan
2281,2022.03,annual,420717.0,14037.0,9718.0,193.4,65.0,kabutan
2281,2023.03,annual,430740.0,9725.0,4505.0,89.7,65.0,kabutan
2281,2024.03,annual,448429.0,11820.0,7489.0,149.0,65.0,kabutan
2281,2025.03,annual,458354.0,8948.0,7076.0,140.8,80.0,kabutan
2281,2026.03,annual,480000.0,12000.0,8000.0,159.2,80.0,kabutan
2282,2022.03,annual,1151886.0,,48049.0,469.9,102.0,kabutan
2282,2023.03,annual,1259792.0,,16637.0,162.4,110.0,kabutan
2282,2024.03,annual,1303432.0,,28078.0,273.7,119.0,kabutan
2282,2025.03,annual,1370553.0,,26585.0,263.1,135.0,kabutan
2282,2026.03,annual,1440000.0,,34000.0,361.2,160.0,kabutan
2286,2022.03,annual,40389.0,728.0,707.0,80.6,15.0,kabutan
2286,2023.03,annual,42544.0,351.0,333.0,37.8,15.0,kabutan
2286,2024.03,annual,47376.0,698.0,749.0,85.9,15.0,kabutan
2286,2025.03,annual,49267.0,1076.0,1055.0,123.4,25.0,kabutan
2286,2026.03,annual,45500.0,1150.0,1000.0,122.5,43.0,kabutan
2288,2022.03,annual,218610.0,-865.0,-376.0,-14.9,30.0,kabutan
2288,2023.03,annual,221979.0,-1400.0,-4987.0,-198.8,20.0,kabutan
2288,2024.03,annual,228808.0,3117.0,-9414.0,-377.7,20.0,kabutan
2288,2025.03,annual,234970.0,5469.0,5488.0,222.1,50.0,kabutan
2288,2026.03,annual,238000.0,7000.0,9000.0,367.7,65.0,kabutan
2291,2022.03,annual,24420.0,-372.0,-718.0,-215.2,0.0,kabutan
2291,2023.03,annual,24895.0,-365.0,-1194.0,-358.0,0.0,kabutan
2291,2024.03,annual,25193.0,-419.0,150.0,45.0,0.0,kabutan
2291,2025.03,annual,24621.0,-621.0,-640.0,-191.9,0.0,kabutan
2291,2026.03,annual,24000.0,-700.0,410.0,122.9,0.0,kabutan
2292,2022.02,annual,358824.0,17427.0,11944.0,377.8,70.0,kabutan
2292,2023.02,annual,399208.0,14571.0,10570.0,334.3,78.0,kabutan
2292,2024.02,annual,425011.0,12673.0,9073.0,286.9,84.0,kabutan
2292,2025.02,annual,444546.0,5143.0,2667.0,84.3,89.0,kabutan
2292,2026.02,annual,468000.0,8800.0,8000.0,252.6,104.0,kabutan
2293,2022.03,annual,29477.0,107.0,174.0,85.1,20.0,kabutan
2293,2023.03,annual,29458.0,-216.0,-191.0,-93.0,0.0,kabutan
2293,2024.03,annual,28211.0,144.0,123.0,60.3,20.0,kabutan
2293,2025.03,annual,28088.0,-432.0,-495.0,-241.2,0.0,kabutan
2293,2026.03,annual,26580.0,-400.0,-220.0,-107.1,0.0,kabutan
2294,2022.02,annual,37998.0,2777.0,1704.0,162.8,100.0,kabutan
2294,2023.04,annual,43910.0,3509.0,2205.0,210.6,85.0,kabutan
