code,period,period_type,sales_m,op_profit_m,net_profit_m,eps,dps,source
1847,2023.03,annual,88059.0,2667.0,1708.0,117.7,50.0,kabutan
1847,2024.03,annual,96373.0,4100.0,2938.0,202.4,55.0,kabutan
1847,2025.03,annual,98999.0,6835.0,4679.0,322.3,70.0,kabutan
1847,2026.03,annual,105000.0,8200.0,5500.0,378.9,115.0,kabutan
1848,2022.03,annual,27301.0,1048.0,775.0,43.7,9.0,kabutan
1848,2023.03,annual,26843.0,221.0,123.0,7.0,9.0,kabutan
1848,2024.03,annual,28566.0,564.0,415.0,23.4,11.0,kabutan
1848,2025.03,annual,33771.0,885.0,2187.0,123.3,13.0,kabutan
1848,2026.03,annual,35190.0,1390.0,780.0,44.2,14.0,kabutan
1850,2022.03,annual,37189.0,1931.0,1310.0,45.5,3.0,kabutan
1850,2023.03,annual,42401.0,1844.0,1896.0,65.8,3.0,kabutan
1850,2024.03,annual,43626.0,1686.0,1100.0,38.2,4.0,kabutan
1850,2025.03,annual,52945.0,2381.0,1714.0,59.5,6.0,kabutan
1850,2026.03,annual,48500.0,2230.0,1520.0,52.7,6.0,kabutan
1852,2022.03,annual,135478.0,4835.0,3748.0,46.5,36.3,kabutan
1852,2023.03,annual,144436.0,5691.0,4200.0,52.1,38.2,kabutan
1852,2024.03,annual,152676.0,4057.0,4670.0,58.0,40.6,kabutan
1852,2025.03,annual,167005.0,6867.0,4692.0,58.2,41.0,kabutan
1852,2026.03,annual,174600.0,7550.0,5000.0,61.9,45.0,kabutan
1853,2022.03,annual,31319.0,1902.0,1255.0,38.3,14.0,kabutan
1853,2023.03,annual,24620.0,833.0,523.0,16.0,14.0,kabutan
1853,2024.03,annual,27582.0,1072.0,685.0,20.9,14.0,kabutan
1853,2025.03,annual,29454.0,1081.0,921.0,28.1,14.0,kabutan
1853,2026.03,annual,28800.0,1020.0,680.0,20.8,14.0,kabutan
1860,2022.03,annual,501509.0,24385.0,18560.0,60.4,26.0,kabutan
1860,2023.03,annual,547155.0,14135.0,10995.0,35.6,27.0,kabutan
1860,2024.03,annual,522434.0,17908.0,16101.0,52.2,28.0,kabutan
1860,2025.03,annual,586661.0,26638.0,25185.0,83.6,30.0,kabutan
1860,2026.03,annual,630000.0,31500.0,29000.0,96.5,45.0,kabutan
1861,2022.03,annual,425216.0,22743.0,15850.0,85.5,30.0,kabutan
1861,2023.03,annual,403502.0,11483.0,7973.0,44.9,32.5,kabutan
1861,2024.03,annual,443193.0,12649.0,8316.0,48.1,32.5,kabutan
1861,2025.03,annual,498581.0,14299.0,9354.0,54.4,32.5,kabutan
1861,2026.03,annual,493000.0,22800.0,18500.0,108.9,45.0,kabutan
1866,2022.03,annual,60103.0,2394.0,1739.0,70.1,25.0,kabutan
1866,2023.03,annual,85277.0,3931.0,1988.0,81.9,27.5,kabutan
1866,2024.03,annual,84964.0,4804.0,3902.0,168.4,27.5,kabutan
1866,2025.03,annual,80853.0,3640.0,3381.0,140.6,27.5,kabutan
1866,2026.03,annual,83000.0,3600.0,2500.0,102.8,27.5,kabutan
1867,2022.03,annual,47678.0,2293.0,1440.0,217.7,55.0,kabutan
1867,2023.03,annual,48936.0,2041.0,1350.0,205.0,55.0,kabutan
1867,2024.03,annual,55910.0,2595.0,1877.0,289.1,70.0,kabutan
1867,2025.03,annual,50703.0,2853.0,1934.0,297.1,90.0,kabutan
1867,2026.03,annual,64800.0,3160.0,2070.0,314.8,100.0,kabutan
1870,2022.03,annual,93090.0,6169.0,4842.0,112.2,38.0,kabutan
1870,2023.03,annual,111110.0,7212.0,4508.0,104.8,43.0,kabutan
1870,2024.03,annual,119824.0,9514.0,6462.0,150.2,60.0,kabutan
1870,2025.03,annual,140699.0,8654.0,5643.0,131.2,80.0,kabutan
1870,2026.03,annual,168000.0,11500.0,7000.0,162.1,90.0,kabutan
1871,2022.03,annual,109639.0,6618.0,4539.0,97.3,30.0,kabutan
1871,2023.03,annual,109327.0,5715.0,3790.0,81.4,33.0,kabutan
1871,2024.03,annual,129294.0,7827.0,5054.0,108.6,44.0,kabutan
1871,2025.03,annual,135627.0,12315.0,8217.0,175.9,72.0,kabutan
1871,2026.03,annual,148200.0,12500.0,8500.0,181.6,109.0,kabutan
1873,2022.10,annual,42778.0,2523.0,1474.0,36.9,20.0,kabutan
1873,2023.10,annual,39103.0,973.0,-47.0,-1.2,11.0,kabutan
1873,2024.04,annual,12890.0,-1274.0,-1244.0,-31.1,5.0,kabutan
1873,2025.04,annual,34980.0,2335.0,1135.0,28.4,11.0,kabutan
1873,2026.04,annual,33920.0,1580.0,700.0,17.5,11.0,kabutan
1878,2022.03,annual,1583003.0,99594.0,69580.0,204.3,102.2,kabutan
1878,2023.03,annual,1657626.0,100000.0,70361.0,206.2,103.2,kabutan
1878,2024.03,annual,1731467.0,104819.0,74685.0,222.1,111.0,kabutan
1878,2025.03,annual,1842357.0,118875.0,93858.0,285.7,142.8,kabutan
1878,2026.03,annual,1980000.0,135000.0,95000.0,291.8,143.0,kabutan
1879,2022.03,annual,107092.0,15549.0,10796.0,184.7,21.0,kabutan
1879,2023.03,annual,113725.0,17186.0,12013.0,205.5,27.0,kabutan
1879,2024.03,annual,133517.0,17577.0,12286.0,210.1,53.0,kabutan
1879,2025.03,annual,131662.0,18310.0,12816.0,219.1,56.0,kabutan
1879,2026.03,annual,135000.0,18600.0,13100.0,224.0,58.0,kabutan
1882,2022.03,annual,112118.0,5516.0,3714.0,76.6,18.0,kabutan
1882,2023.03,annual,118721.0,4736.0,3160.0,66.7,18.0,kabutan
1882,2024.03,annual,118060.0,5473.0,3793.0,79.9,42.0,kabutan
1882,2025.03,annual,126575.0,5015.0,4127.0,89.2,90.0,kabutan
1882,2026.03,annual,127000.0,6500.0,4100.0,88.7,90.0,kabutan
1885,2022.03,annual,219814.0,9874.0,7385.0,95.7,22.5,kabutan
1885,2023.03,annual,213569.0,6555.0,4835.0,56.1,22.5,kabutan
1885,2024.03,annual,283852.0,17231.0,10517.0,127.7,40.0,kabutan
1885,2025.03,annual,330472.0,20621.0,14908.0,187.9,76.0,kabutan
1885,2026.03,annual,345000.0,23100.0,17800.0,230.3,92.0,kabutan
1887,2022.05,annual,126790.0,7957.0,7389.0,84.5,26.0,kabutan
1887,2023.05,annual,154202.0,4487.0,3291.0,39.0,26.0,kabutan
1887,2024.05,annual,135701.0,-9404.0,-7191.0,-86.2,22.0,kabutan
1887,2025.05,annual,123349.0,2318.0,1332.0,16.6,22.0,kabutan
1887,2026.05,annual,132000.0,5000.0,3500.0,43.9,22.0,kabutan
1888,2022.03,annual,89164.0,6834.0,4736.0,371.5,80.0,kabutan
1888,2023.03,annual,84004.0,6236.0,5442.0,426.8,100.0,kabutan
1888,2024.03,annual,94917.0,6976.0,5092.0,399.3,120.0,kabutan
1888,2025.03,annual,86462.0,5220.0,3690.0,290.0,126.0,kabutan
1888,2026.03,annual,105600.0,6350.0,4100.0,322.2,132.0,kabutan
1893,2022.03,annual,458231.0,15939.0,10753.0,37.7,23.0,kabutan
1893,2023.03,annual,502206.0,4119.0,684.0,2.4,24.0,kabutan
1893,2024.03,annual,617708.0,29152.0,17875.0,62.7,24.0,kabutan
1893,2025.03,annual,727491.0,21697.0,12460.0,44.1,24.0,kabutan
1893,2026.03,annual,759000.0,50500.0,32000.0,117.2,44.0,kabutan
1897,2022.12,annual,9898.0,146.0,190.0,88.4,50.0,kabutan
1897,2023.12,annual,10659.0,238.0,270.0,125.1,50.0,kabutan
1897,2024.12,annual,9743.0,273.0,321.0,148.8,50.0,kabutan
1897,2025.12,annual,8837.0,99.0,236.0,111.9,50.0,kabutan
1897,2026.12,annual,10500.0,100.0,200.0,95.0,50.0,kabutan
1898,2022.03,annual,85132.0,4418.0,3304.0,84.8,30.0,kabutan
1898,2023.03,annual,92414.0,2669.0,1127.0,30.7,30.0,kabutan
1898,2024.03,annual,88037.0,4091.0,2740.0,75.2,90.0,kabutan
1898,2025.03,annual,99358.0,5842.0,3887.0,106.5,90.0,kabutan
1898,2026.03,annual,101300.0,6600.0,4600.0,125.6,70.0,kabutan
1899,2022.12,annual,154358.0,5208.0,3650.0,428.2,120.0,kabutan
1899,2023.12,annual,162243.0,5205.0,3386.0,400.1,110.0,kabutan
1899,2024.12,annual,166589.0,7665.0,5309.0,641.6,200.0,kabutan
1899,2025.12,annual,167960.0,7769.0,5548.0,670.1,260.0,kabutan
1899,2026.12,annual,175600.0,7600.0,5000.0,603.8,260.0,kabutan
1904,2022.03,annual,49153.0,1255.0,974.0,152.0,76.0,kabutan
1904,2023.03,annual,46459.0,1732.0,1469.0,246.0,82.0,kabutan
1904,2024.03,annual,61056.0,3014.0,1962.0,335.7,128.0,kabutan
1904,2025.03,annual,62502.0,3115.0,2487.0,408.5,132.0,kabutan
1904,2026.03,annual,60200.0,2700.0,1800.0,289.5,174.0,kabutan
1905,2022.03,annual,14817.0,466.0,357.0,53.4,25.0,kabutan
1905,2023.03,annual,18317.0,653.0,482.0,73.3,35.0,kabutan
1905,2024.03,annual,20207.0,520.0,388.0,59.3,38.0,kabutan
1905,2025.03,annual,23717.0,1115.0,749.0,113.3,50.0,kabutan
1905,2026.03,annual,21500.0,900.0,650.0,97.5,52.0,kabutan
1909,2022.03,annual,44793.0,2827.0,1890.0,67.5,7.5,kabutan
1909,2023.03,annual,50224.0,3858.0,2539.0,91.6,9.5,kabutan
1909,2024.03,annual,55878.0,4775.0,3287.0,120.4,12.5,kabutan
1909,2025.03,annual,55727.0,6128.0,3958.0,147.7,17.5,kabutan
1909,2026.03,annual,58700.0,7300.0,5000.0,186.5,22.5,kabutan
1911,2022.12,annual,1669707.0,158253.0,108672.0,181.3,41.67,kabutan
1911,2023.12,annual,1733169.0,146258.0,102170.0,168.0,41.67,kabutan
1911,2024.12,annual,2053650.0,194588.0,116528.0,189.8,48.33,kabutan
1911,2025.12,annual,2267577.0,168724.0,106666.0,174.1,53.0,kabutan
1911,2026.12,annual,2590000.0,157000.0,95000.0,155.4,50.0,kabutan
1914,2022.03,annual,22111.0,751.0,498.0,22.0,13.0,kabutan
1914,2023.03,annual,23908.0,778.0,526.0,25.4,13.0,kabutan
1914,2024.03,annual,23575.0,1012.0,932.0,46.6,16.0,kabutan
1914,2025.03,annual,30279.0,1891.0,1439.0,74.1,24.0,kabutan
1914,2026.03,annual,29330.0,1460.0,980.0,53.6,27.0,kabutan
1921,2022.03,annual,25301.0,3497.0,2756.0,69.6,12.0,kabutan
1921,2023.03,annual,35982.0,3782.0,3175.0,80.2,14.0,kabutan
1921,2024.03,annual,33342.0,3178.0,2782.0,69.3,16.0,kabutan
1921,2025.03,annual,34670.0,3932.0,14849.0,372.3,24.0,kabutan
1921,2026.03,annual,34000.0,4100.0,5300.0,157.9,36.0,kabutan
1925,2022.03,annual,4439536.0,383256.0,225272.0,343.8,126.0,kabutan
1925,2023.03,annual,4908199.0,465370.0,308399.0,469.1,130.0,kabutan
1925,2024.03,annual,5202919.0,440210.0,298752.0,457.2,143.0,kabutan
1925,2025.03,annual,5434819.0,546279.0,325058.0,514.0,150.0,kabutan
1925,2026.03,annual,5600000.0,510000.0,290000.0,468.2,175.0,kabutan
1926,2022.03,annual,109504.0,13236.0,8930.0,174.1,54.0,kabutan
1926,2023.03,annual,114974.0,12785.0,9489.0,190.6,61.0,kabutan
1926,2024.03,annual,117324.0,11245.0,8181.0,168.2,70.0,kabutan
1926,2025.03,annual,121457.0,12811.0,9919.0,214.3,100.0,kabutan
1926,2026.03,annual,135000.0,15000.0,10000.0,233.8,118.0,kabutan
1928,2023.01,annual,2928835.0,261489.0,184520.0,276.6,110.0,kabutan
1928,2024.01,annual,3107242.0,270956.0,202325.0,309.3,123.0,kabutan
1928,2025.01,annual,4058583.0,331366.0,217705.0,336.0,135.0,kabutan
1928,2026.01,annual,4197922.0,341402.0,232095.0,358.1,144.0,kabutan
1928,2027.01,annual,4353000.0,350000.0,218000.0,336.3,145.0,kabutan
1929,2022.03,annual,66076.0,4523.0,3329.0,79.8,40.0,kabutan
1929,2023.03,annual,72918.0,5451.0,3526.0,84.6,45.0,kabutan
1929,2024.03,annual,71880.0,4356.0,3066.0,73.5,47.0,kabutan
1929,2025.03,annual,67216.0,3679.0,2408.0,57.7,48.0,kabutan
1929,2026.03,annual,76000.0,5000.0,3350.0,80.2,49.0,kabutan
1930,2022.03,annual,45928.0,3157.0,2246.0,80.3,28.33,kabutan
1930,2023.03,annual,44846.0,2356.0,1628.0,58.2,36.0,kabutan
1930,2024.03,annual,53398.0,3425.0,2209.0,78.9,40.0,kabutan
1930,2025.03,annual,55607.0,4351.0,3187.0,113.9,44.0,kabutan
1930,2026.03,annual,61000.0,4000.0,2900.0,105.4,44.0,kabutan
1934,2022.03,annual,225317.0,9492.0,6700.0,93.7,28.0,kabutan
1934,2023.03,annual,227366.0,9538.0,6561.0,91.7,28.0,kabutan
1934,2024.03,annual,243171.0,10523.0,7510.0,104.8,42.0,kabutan
1934,2025.03,annual,257204.0,16185.0,11982.0,169.9,68.0,kabutan
1934,2026.03,annual,254000.0,18000.0,10000.0,145.6,72.0,kabutan
1938,2022.03,annual,53231.0,3068.0,2403.0,95.6,27.0,kabutan
1938,2023.03,annual,53745.0,2688.0,2137.0,85.1,27.0,kabutan
1938,2024.03,annual,58542.0,3432.0,2770.0,111.4,35.0,kabutan
1938,2025.03,annual,68669.0,5199.0,4733.0,191.2,77.0,kabutan
1938,2026.03,annual,73600.0,6400.0,4900.0,197.7,82.0,kabutan
1939,2022.03,annual,92648.0,5415.0,3779.0,80.2,30.0,kabutan
1939,2023.03,annual,89120.0,4970.0,3764.0,79.8,30.0,kabutan
1939,2024.03,annual,92112.0,6444.0,4571.0,96.7,46.67,kabutan
1939,2025.03,annual,105877.0,8073.0,5173.0,109.5,65.0,kabutan
1939,2026.03,annual,100000.0,8000.0,6000.0,126.8,72.0,kabutan
1941,2022.03,annual,190690.0,10425.0,6682.0,121.0,104.0,kabutan
1941,2023.03,annual,189032.0,8361.0,-6913.0,-125.6,104.0,kabutan
1941,2024.03,annual,201025.0,11947.0,7937.0,145.4,104.0,kabutan
1941,2025.03,annual,221885.0,21698.0,19895.0,366.9,120.0,kabutan
1941,2026.03,annual,232000.0,24000.0,16100.0,304.1,130.0,kabutan
1942,2022.03,annual,495567.0,30643.0,20315.0,99.5,28.0,kabutan
1942,2023.03,annual,541579.0,32748.0,21167.0,103.6,32.0,kabutan
1942,2024.03,annual,598427.0,40934.0,27345.0,133.8,41.0,kabutan
1942,2025.03,annual,671888.0,58326.0,42380.0,207.4,82.0,kabutan
1942,2026.03,annual,735000.0,80000.0,61000.0,306.5,120.0,kabutan
1944,2022.03,annual,566794.0,37087.0,26366.0,128.7,37.0,kabutan
1944,2023.03,annual,609132.0,37430.0,28722.0,140.2,40.0,kabutan
1944,2024.03,annual,654516.0,42677.0,33553.0,165.3,63.0,kabutan
1944,2025.03,annual,705058.0,60979.0,47250.0,236.3,90.0,kabutan
1944,2026.03,annual,750000.0,84000.0,65500.0,330.8,125.0,kabutan
1945,2022.03,annual,72578.0,3158.0,1226.0,35.9,30.0,kabutan
1945,2023.03,annual,79055.0,3458.0,2120.0,61.9,40.0,kabutan
1945,2024.03,annual,88467.0,3959.0,2960.0,86.7,45.0,kabutan
1945,2025.03,annual,67722.0,2665.0,2900.0,86.7,52.0,kabutan
1945,2026.03,annual,82000.0,3900.0,3400.0,102.6,57.0,kabutan
1946,2022.03,annual,219617.0,14072.0,8283.0,88.7,27.0,kabutan
1946,2023.03,annual,232053.0,10287.0,-5548.0,-59.4,19.0,kabutan
1946,2024.03,annual,252863.0,15910.0,9345.0,100.0,40.0,kabutan
1946,2025.03,annual,270966.0,16041.0,10765.0,115.7,50.0,kabutan
1946,2026.03,annual,277000.0,20000.0,15000.0,161.6,65.0,kabutan
1948,2022.03,annual,29159.0,417.0,310.0,35.1,44.0,kabutan
1948,2023.03,annual,33557.0,682.0,556.0,62.8,44.0,kabutan
1948,2024.03,annual,34868.0,1156.0,899.0,101.5,54.0,kabutan
1948,2025.03,annual,39264.0,3081.0,2737.0,309.7,84.0,kabutan
1948,2026.03,annual,42000.0,3100.0,2050.0,234.7,90.0,kabutan
1950,2022.03,annual,173569.0,7454.0,5222.0,85.0,31.0,kabutan
1950,2023.03,annual,172100.0,9658.0,7171.0,116.7,37.0,kabutan
1950,2024.03,annual,194031.0,13448.0,10042.0,164.4,47.0,kabutan
1950,2025.03,annual,216922.0,17934.0,13192.0,223.8,90.0,kabutan
1950,2026.03,annual,228370.0,22270.0,16790.0,287.6,115.0,kabutan
1951,2022.03,annual,594840.0,42380.0,27766.0,125.3,48.0,kabutan
1951,2023.03,annual,627607.0,32552.0,22233.0,102.5,51.0,kabutan
1951,2024.03,annual,614095.0,34121.0,20058.0,94.8,60.0,kabutan
1951,2025.03,annual,670822.0,42465.0,26855.0,129.0,63.0,kabutan
1951,2026.03,annual,760000.0,53000.0,32000.0,156.5,66.0,kabutan
1952,2022.03,annual,106718.0,6881.0,5403.0,115.9,37.5,kabutan
1952,2023.03,annual,112234.0,7124.0,5597.0,119.9,40.0,kabutan
1952,2024.03,annual,127978.0,9235.0,7168.0,155.2,50.0,kabutan
1952,2025.03,annual,137684.0,11346.0,9656.0,211.6,80.0,kabutan
1952,2026.03,annual,150000.0,13700.0,10500.0,231.0,110.0,kabutan
1959,2022.03,annual,376563.0,33137.0,26216.0,370.1,100.0,kabutan
1959,2023.03,annual,395783.0,32083.0,26349.0,371.9,110.0,kabutan
1959,2024.03,annual,469057.0,38016.0,28017.0,395.9,120.0,kabutan
1959,2025.03,annual,473954.0,41388.0,28883.0,408.4,140.0,kabutan
1959,2026.03,annual,475000.0,51500.0,36000.0,508.9,200.0,kabutan
1960,2022.03,annual,39950.0,-351.0,-124.0,-1.9,10.0,kabutan
1960,2023.03,annual,38877.0,-827.0,479.0,29.4,30.0,kabutan
1960,2024.03,annual,50731.0,-1276.0,-771.0,-48.6,30.0,kabutan
1960,2025.03,annual,67859.0,2123.0,1748.0,113.9,40.0,kabutan
1960,2026.03,annual,60000.0,2000.0,2000.0,130.3,40.0,kabutan
1961,2022.03,annual,193189.0,9112.0,6489.0,115.1,85.0,kabutan
1961,2023.03,annual,190865.0,5409.0,4750.0,85.8,75.0,kabutan
1961,2024.03,annual,221920.0,11586.0,8951.0,165.6,85.0,kabutan
1961,2025.03,annual,253136.0,21893.0,17203.0,326.3,165.0,kabutan
1961,2026.03,annual,250000.0,27500.0,21900.0,430.1,165.0,kabutan
1963,2022.03,annual,428401.0,20688.0,-35551.0,-140.8,15.0,kabutan
1963,2023.03,annual,606890.0,36699.0,30665.0,122.3,38.0,kabutan
1963,2024.03,annual,832595.0,-18995.0,-7830.0,-32.5,40.0,kabutan
1963,2025.03,annual,858082.0,-11474.0,-398.0,-1.7,40.0,kabutan
1963,2026.03,annual,740000.0,31000.0,30000.0,124.0,40.0,kabutan
1964,2022.03,annual,26317.0,1263.0,1360.0,177.2,70.0,kabutan
1964,2023.03,annual,27977.0,1309.0,1231.0,162.0,70.0,kabutan
1964,2024.03,annual,29283.0,1477.0,2197.0,293.8,80.0,kabutan
1964,2025.03,annual,36247.0,2735.0,2998.0,407.6,150.0,kabutan
1964,2026.03,annual,37500.0,3000.0,3700.0,511.2,150.0,kabutan
1965,2022.03,annual,56905.0,3013.0,2237.0,102.8,32.0,kabutan
1965,2023.03,annual,61030.0,3175.0,2339.0,107.4,36.0,kabutan
1965,2024.03,annual,73688.0,5792.0,4506.0,209.4,48.0,kabutan
1965,2025.03,annual,84190.0,9629.0,7256.0,344.9,100.0,kabutan
1965,2026.03,annual,97900.0,15050.0,11240.0,543.9,170.0,kabutan
1966,2022.03,annual,47243.0,1200.0,788.0,122.4,10.0,kabutan
1966,2023.03,annual,57881.0,2680.0,1646.0,258.0,10.0,kabutan
1966,2024.03,annual,52257.0,2400.0,1668.0,263.6,50.0,kabutan
1966,2025.03,annual,58067.0,2933.0,2309.0,362.0,70.0,kabutan
1966,2026.03,annual,56400.0,2240.0,1420.0,193.9,70.0,kabutan
1967,2022.03,annual,45576.0,3677.0,2757.0,107.5,25.0,kabutan
1967,2023.03,annual,44500.0,2033.0,1866.0,72.9,25.0,kabutan
1967,2024.03,annual,48296.0,1807.0,1479.0,58.7,27.0,kabutan
1967,2025.03,annual,53168.0,4796.0,3932.0,158.3,45.0,kabutan
1967,2026.03,annual,54900.0,5300.0,4300.0,192.1,56.0,kabutan
1968,2022.03,annual,126908.0,10457.0,8406.0,147.5,33.33,kabutan
1968,2023.03,annual,125774.0,14345.0,10619.0,186.1,40.0,kabutan
1968,2024.03,annual,129363.0,10049.0,8395.0,147.0,45.0,kabutan
1968,2025.03,annual,125670.0,13037.0,9753.0,160.9,58.33,kabutan
1968,2026.03,annual,143000.0,15000.0,10600.0,168.0,70.0,kabutan
1969,2022.03,annual,302746.0,14383.0,11535.0,84.7,30.0,kabutan
1969,2023.03,annual,338831.0,15326.0,12227.0,92.4,31.5,kabutan
1969,2024.03,annual,363366.0,24192.0,19612.0,147.8,64.5,kabutan
1969,2025.03,annual,381661.0,32415.0,27631.0,208.1,83.5,kabutan
1969,2026.03,annual,421000.0,47100.0,36500.0,278.9,112.0,kabutan
1972,2022.03,annual,34772.0,2425.0,1648.0,85.5,26.0,kabutan
1972,2023.03,annual,39797.0,3375.0,2372.0,123.1,37.0,kabutan
1972,2024.03,annual,42914.0,3711.0,2593.0,134.5,40.0,kabutan
1972,2025.03,annual,45362.0,4112.0,2941.0,152.6,76.0,kabutan
1972,2026.03,annual,46000.0,3750.0,2660.0,138.0,69.0,kabutan
1975,2022.03,annual,68820.0,2287.0,1860.0,72.6,30.0,kabutan
1975,2023.03,annual,80171.0,2697.0,2480.0,96.6,40.0,kabutan
1975,2024.03,annual,91676.0,4568.0,3712.0,144.4,60.0,kabutan
1975,2025.03,annual,91947.0,7248.0,6229.0,242.0,120.0,kabutan
1975,2026.03,annual,103000.0,10000.0,8000.0,309.2,135.0,kabutan
1976,2022.03,annual,48389.0,5339.0,3793.0,74.6,30.0,kabutan
1976,2023.03,annual,55890.0,6830.0,4680.0,94.0,36.0,kabutan
1976,2024.03,annual,60377.0,8061.0,6243.0,126.1,55.0,kabutan
1976,2025.03,annual,66283.0,10613.0,8454.0,174.7,60.0,kabutan
1976,2026.03,annual,59000.0,6500.0,5400.0,117.6,60.0,kabutan
1979,2022.03,annual,209261.0,9428.0,7248.0,106.4,50.0,kabutan
1979,2023.03,annual,214793.0,11556.0,7917.0,117.3,60.5,kabutan
1979,2024.03,annual,293556.0,18270.0,15602.0,236.0,65.5,kabutan
1979,2025.03,annual,276212.0,17971.0,11026.0,169.4,72.0,kabutan
1979,2026.03,annual,286700.0,21300.0,14400.0,228.6,94.0,kabutan
1980,2022.03,annual,162929.0,7584.0,5778.0,45.0,15.0,kabutan
1980,2023.03,annual,185961.0,8428.0,6626.0,51.6,16.67,kabutan
1980,2024.03,annual,197431.0,10877.0,9087.0,70.7,25.17,kabutan
1980,2025.03,annual,262732.0,23037.0,17443.0,135.6,54.33,kabutan
1980,2026.03,annual,260000.0,32000.0,23100.0,178.5,72.33,kabutan
1981,2022.03,annual,34244.0,1259.0,1078.0,93.7,28.0,kabutan
1981,2023.03,annual,34472.0,1141.0,933.0,81.3,30.0,kabutan
1981,2024.03,annual,35889.0,1247.0,1062.0,95.4,35.0,kabutan
1981,2025.03,annual,37416.0,1483.0,1133.0,104.0,42.0,kabutan
1981,2026.03,annual,38100.0,1420.0,1130.0,111.6,45.0,kabutan
1982,2022.03,annual,75497.0,5662.0,4372.0,92.0,41.0,kabutan
1982,2023.03,annual,83978.0,5953.0,4644.0,100.2,42.5,kabutan
1982,2024.03,annual,83762.0,5737.0,4800.0,105.5,43.0,kabutan
1982,2025.03,annual,89786.0,7456.0,5906.0,132.5,47.0,kabutan
1982,2026.03,annual,94300.0,9400.0,7300.0,169.5,65.0,kabutan
1992,2022.03,annual,5945.0,370.0,563.0,234.1,60.0,kabutan
1992,2023.03,annual,5978.0,483.0,383.0,161.5,60.0,kabutan
1992,2024.03,annual,7152.0,721.0,545.0,232.5,66.0,kabutan
1992,2025.03,annual,7179.0,625.0,431.0,186.0,70.0,kabutan
1992,2026.03,annual,6700.0,400.0,350.0,152.8,76.0,kabutan
1994,2022.12,annual,7530.0,170.0,151.0,17.7,20.0,kabutan
1994,2023.12,annual,7332.0,355.0,302.0,36.0,20.0,kabutan
1994,2024.12,annual,9383.0,593.0,372.0,45.8,20.0,kabutan
1994,2025.12,annual,7338.0,112.0,190.0,23.9,20.0,kabutan
1994,2026.12,annual,8242.0,218.0,166.0,21.0,20.0,kabutan
1997,2022.08,annual,7332.0,710.0,491.0,247.4,55.0,kabutan
1997,2023.08,annual,6637.0,442.0,313.0,155.8,55.0,kabutan
1997,2024.08,annual,8825.0,751.0,559.0,275.7,75.0,kabutan
1997,2025.08,annual,9135.0,1126.0,796.0,393.9,110.0,kabutan
1997,2026.08,annual,9300.0,1000.0,700.0,346.2,95.0,kabutan
2001,2022.03,annual,321317.0,11282.0,9327.0,121.6,38.0,kabutan
2001,2023.03,annual,365525.0,12288.0,10260.0,132.2,40.0,kabutan
2001,2024.03,annual,400514.0,20340.0,26367.0,338.2,66.0,kabutan
2001,2025.03,annual,410878.0,21486.0,24757.0,317.3,66.0,kabutan
2001,2026.03,annual,424000.0,21500.0,20200.0,244.4,66.0,kabutan
2002,2022.03,annual,679736.0,29430.0,17509.0,58.9,39.0,kabutan
2002,2023.03,annual,798681.0,32831.0,-10381.0,-34.9,40.0,kabutan
2002,2024.03,annual,858248.0,47791.0,31743.0,106.7,45.0,kabutan
2002,2025.03,annual,851486.0,46380.0,34684.0,117.3,55.0,kabutan
2002,2026.03,annual,870000.0,47000.0,30000.0,106.3,60.0,kabutan
2003,2022.03,annual,59340.0,4404.0,3714.0,101.9,40.88,kabutan
2003,2023.03,annual,69540.0,5299.0,3963.0,108.8,43.75,kabutan
2003,2024.03,annual,72598.0,5237.0,4238.0,116.4,46.75,kabutan
2003,2025.03,annual,72341.0,5096.0,3550.0,97.5,70.0,kabutan
2003,2026.03,annual,73000.0,3500.0,3100.0,85.1,70.0,kabutan
2004,2022.03,annual,287635.0,5564.0,4006.0,120.6,60.0,kabutan
2004,2023.03,annual,335053.0,4184.0,7776.0,232.6,65.0,kabutan
2004,2024.03,annual,346358.0,13146.0,12358.0,369.4,80.0,kabutan
2004,2025.03,annual,334425.0,11126.0,11599.0,356.0,100.0,kabutan
2004,2026.03,annual,340000.0,11000.0,9500.0,292.3,100.0,kabutan
2009,2022.12,annual,24403.0,1232.0,931.0,40.0,15.0,kabutan
2009,2023.12,annual,26385.0,1061.0,966.0,41.5,17.0,kabutan
2009,2024.12,annual,26168.0,1063.0,950.0,40.8,41.0,kabutan
2009,2025.12,annual,26250.0,1311.0,1132.0,48.6,49.0,kabutan
2009,2026.12,annual,28000.0,1350.0,1120.0,48.1,49.0,kabutan
2053,2022.03,annual,193392.0,4138.0,3211.0,107.1,32.0,kabutan
2053,2023.03,annual,243476.0,1670.0,827.0,28.0,34.0,kabutan
2053,2024.03,annual,234227.0,3932.0,3327.0,112.6,40.0,kabutan
2053,2025.03,annual,209837.0,4281.0,3503.0,118.5,52.0,kabutan
2053,2026.03,annual,212000.0,5200.0,4100.0,142.9,60.0,kabutan
2055,2022.03,annual,44906.0,117.0,116.0,6.1,6.0,kabutan
2055,2023.03,annual,54659.0,-200.0,157.0,8.7,6.0,kabutan
2055,2024.03,annual,52887.0,905.0,541.0,29.9,8.0,kabutan
2055,2025.03,annual,48577.0,906.0,310.0,17.1,6.0,kabutan
2055,2026.03,annual,50000.0,400.0,300.0,16.6,6.0,kabutan
