code,ticker,earnings_date,period_type,sales,operating_profit,net_profit,eps,dps,reported_eps,eps_estimate,surprise_pct,source,sales_yoy,operating_profit_yoy,net_profit_yoy,eps_yoy
2204,2204.T,2011-07-28 20:00:00,quarterly,,,,-72.7,,-72.7,-119.9,39.37,yfinance,,,,-214.1287284144427
1946,1946.T,2011-07-28 20:00:00,quarterly,,,,-3.71,,-3.71,-1.5,-147.66,yfinance,,,,-121.73403632103106
1941,1941.T,2011-07-28 20:00:00,quarterly,,,,-11.11,,-11.11,-0.33,-3297.55,yfinance,,,,-140.8906882591093
2004,2004.T,2011-08-02 20:00:00,quarterly,,,,45.5,,45.5,40.92,11.21,yfinance,,,,166.91176470588235
1515,1515.T,2011-08-03 20:00:00,quarterly,,,,11.57,,11.57,5.56,108.21,yfinance,,,,343.2950191570882
2001,2001.T,2011-08-04 20:00:00,quarterly,,,,25.76,,25.76,21.46,20.06,yfinance,,,,450.4273504273505
2207,2207.T,2011-08-04 20:00:00,quarterly,,,,-2.23,,-2.23,6.61,-133.76,yfinance,,,,-113.33732057416267
2281,2281.T,2011-08-04 20:00:00,quarterly,,,,32.9,,32.9,12.25,168.68,yfinance,,,,277.83783783783787
1982,1982.T,2011-08-04 20:00:00,quarterly,,,,-1.38,,-1.38,3.22,-142.83,yfinance,,,,-104.44015444015444
1882,1882.T,2011-08-08 02:00:00,quarterly,,,,-12.56,,-12.56,-17.97,30.09,yfinance,,,,-152.13781652137817
1980,1980.T,2011-08-08 20:00:00,quarterly,,,,-3.59,,-3.59,0.89,-505.27,yfinance,,,,-149.72299168975067
1720,1720.T,2011-08-08 20:00:00,quarterly,,,,5.91,,5.91,-0.68,966.57,yfinance,,,,123.85950746871215
1815,1815.T,2011-08-08 20:00:00,quarterly,,,,-43.6,,-43.6,-20.79,-109.72,yfinance,,,,-195.19650655021837
1861,1861.T,2011-08-09 20:00:00,quarterly,,,,-12.37,,-12.37,-4.5,-174.85,yfinance,,,,-319.7158081705151
1762,1762.T,2011-08-09 20:00:00,quarterly,,,,13.25,,13.25,11.81,12.22,yfinance,,,,8.963815789473683
1822,1822.T,2011-08-10 20:00:00,quarterly,,,,-12.49,,-12.49,-12.63,1.1,yfinance,,,,-271.3305898491084
1518,1518.T,2011-08-10 20:00:00,quarterly,,,,15.6,,15.6,19.51,-20.04,yfinance,,,,-42.22222222222222
2108,2108.T,2011-08-11 20:00:00,quarterly,,,,41.0,,41.0,62.33,-34.22,yfinance,,,,210.60606060606065
1766,1766.T,2011-09-05 20:00:00,quarterly,,,,57.23,,57.23,-51.6,210.91,yfinance,,,,-65.35714285714286
2594,2594.T,2011-10-23 20:00:00,quarterly,,,,-5.1,,-5.1,5.22,-197.66,yfinance,,,,-205.80912863070537
2211,2211.T,2011-10-25 20:00:00,quarterly,,,,-7.3,,-7.3,4.04,-280.69,yfinance,,,,-143.33333333333334
1934,1934.T,2011-10-26 20:00:00,quarterly,,,,17.6,,17.6,7.78,126.31,yfinance,,,,2566.666666666667
2204,2204.T,2011-10-27 20:00:00,quarterly,,,,-89.8,,-89.8,-58.29,-54.06,yfinance,,,,-23.521320495185684
1946,1946.T,2011-10-27 20:00:00,quarterly,,,,3.83,,3.83,5.57,-31.25,yfinance,,,,203.2345013477089
2331,2331.T,2011-10-30 20:00:00,quarterly,,,,2.72,,2.72,3.64,-25.22,yfinance,,,,
1939,1939.T,2011-10-30 20:00:00,quarterly,,,,3.59,,3.59,3.52,2.06,yfinance,,,,-34.72727272727273
1950,1950.T,2011-10-30 20:00:00,quarterly,,,,4.2,,4.2,8.39,-49.91,yfinance,,,,225.74850299401197
1941,1941.T,2011-10-30 20:00:00,quarterly,,,,-40.86,,-40.86,11.39,-458.7,yfinance,,,,-267.77677767776777
2001,2001.T,2011-11-01 20:00:00,quarterly,,,,11.08,,11.08,18.2,-39.13,yfinance,,,,-56.98757763975155
