code,ticker,earnings_date,period_type,sales,operating_profit,net_profit,eps,dps,reported_eps,eps_estimate,surprise_pct,source,sales_yoy,operating_profit_yoy,net_profit_yoy,eps_yoy
2121,2121.T,2014-11-06 19:00:00,quarterly,,,,76.65,,76.65,-50.0,253.3,yfinance,,,,111.04074889867843
2433,2433.T,2014-11-06 19:00:00,quarterly,,,,17.79,,17.79,14.55,22.27,yfinance,,,,141.38398914518316
1885,1885.T,2014-11-09 19:00:00,quarterly,,,,14.25,,14.25,3.87,268.22,yfinance,,,,180.05617977528087
1882,1882.T,2014-11-09 19:00:00,quarterly,,,,19.65,,19.65,19.33,1.66,yfinance,,,,228.26370757180158
2305,2305.T,2014-11-09 19:00:00,quarterly,,,,22.15,,22.15,19.11,15.88,yfinance,,,,189.09895414320192
2461,2461.T,2014-11-09 19:00:00,quarterly,,,,12.13,,12.13,12.07,0.5,yfinance,,,,-0.7364975450081821
1968,1968.T,2014-11-09 19:00:00,quarterly,,,,10.9,,10.9,2.53,330.15,yfinance,,,,0.0
1861,1861.T,2014-11-10 19:00:00,quarterly,,,,23.38,,23.38,9.24,153.04,yfinance,,,,194.77097689501417
1833,1833.T,2014-11-10 19:00:00,quarterly,,,,26.1,,26.1,26.55,-1.68,yfinance,,,,-23.235294117647054
2108,2108.T,2014-11-10 19:00:00,quarterly,,,,23.1,,23.1,22.55,2.44,yfinance,,,,-28.92307692307692
1963,1963.T,2014-11-10 19:00:00,quarterly,,,,62.66,,62.66,36.78,70.36,yfinance,,,,64.46194225721783
2288,2288.T,2014-11-10 19:00:00,quarterly,,,,12.15,,12.15,11.56,5.15,yfinance,,,,-47.516198704103665
1888,1888.T,2014-11-10 19:00:00,quarterly,,,,40.6,,40.6,20.56,97.47,yfinance,,,,17.341040462427745
1762,1762.T,2014-11-11 19:00:00,quarterly,,,,21.54,,21.54,18.5,16.46,yfinance,,,,68.94117647058823
1921,1921.T,2014-11-12 19:00:00,quarterly,,,,11.03,,11.03,8.0,37.94,yfinance,,,,59.8550724637681
2370,2370.T,2014-11-12 19:00:00,quarterly,,,,-10.71,,-10.71,-2.97,-260.97,yfinance,,,,-131.81818181818184
1719,1719.T,2014-11-12 19:00:00,quarterly,,,,18.33,,18.33,9.8,87.14,yfinance,,,,272.56097560975604
1815,1815.T,2014-11-12 19:00:00,quarterly,,,,22.1,,22.1,29.66,-25.49,yfinance,,,,32.33532934131738
1822,1822.T,2014-11-12 19:00:00,quarterly,,,,12.78,,12.78,5.0,155.7,yfinance,,,,170.19027484143757
2160,2160.T,2014-11-13 19:00:00,quarterly,,,,-2.97,,-2.97,-3.78,21.59,yfinance,,,,16.80672268907562
1766,1766.T,2014-12-08 19:00:00,quarterly,,,,23.06,,23.06,25.33,-8.97,yfinance,,,,-74.56430619898522
1873,1873.T,2014-12-08 19:00:00,quarterly,,,,50.17,,50.17,43.76,14.66,yfinance,,,,419.89637305699483
2157,2157.T,2015-01-12 19:00:00,quarterly,,,,4.17,,4.17,3.88,7.67,yfinance,,,,-35.34883720930233
1377,1377.T,2015-01-13 19:00:00,quarterly,,,,21.64,,21.64,9.84,119.83,yfinance,,,,-51.359856147448866
2664,2664.T,2015-01-26 19:00:00,quarterly,,,,42.24,,42.24,32.12,31.52,yfinance,,,,114.97925458349587
1934,1934.T,2015-01-27 19:00:00,quarterly,,,,33.83,,33.83,16.36,106.81,yfinance,,,,73.48717948717947
1945,1945.T,2015-01-27 19:00:00,quarterly,,,,10.07,,10.07,16.14,-37.61,yfinance,,,,-40.79952968841858
2594,2594.T,2015-01-29 19:00:00,quarterly,,,,21.56,,21.56,23.26,-7.3,yfinance,,,,250.56910569105688
1941,1941.T,2015-01-29 19:00:00,quarterly,,,,36.58,,36.58,20.98,74.35,yfinance,,,,-40.442852491045265
1946,1946.T,2015-01-29 19:00:00,quarterly,,,,12.12,,12.12,7.24,67.33,yfinance,,,,3.6783575705731373
1950,1950.T,2015-01-29 19:00:00,quarterly,,,,29.66,,29.66,21.93,35.24,yfinance,,,,200.8113590263692
2109,2109.T,2015-01-29 19:00:00,quarterly,,,,68.65,,68.65,59.55,15.28,yfinance,,,,38.1287726358149
2281,2281.T,2015-02-01 19:00:00,quarterly,,,,48.9,,48.9,41.18,18.76,yfinance,,,,93.28063241106719
1926,1926.T,2015-02-02 19:00:00,quarterly,,,,23.71,,23.71,21.28,11.44,yfinance,,,,20.661577608142505
1301,1301.T,2015-02-03 19:00:00,quarterly,,,,51.5,,51.5,99.27,-48.12,yfinance,,,,-73.5082304526749
2288,2288.T,2015-02-03 19:00:00,quarterly,,,,44.35,,44.35,68.98,-35.71,yfinance,,,,265.0205761316873
2004,2004.T,2015-02-03 19:00:00,quarterly,,,,37.05,,37.05,57.34,-35.39,yfinance,,,,-0.2691790040376889
1515,1515.T,2015-02-03 19:00:00,quarterly,,,,21.88,,21.88,12.87,70.06,yfinance,,,,82.02995008319466
2440,2440.T,2015-02-03 19:00:00,quarterly,,,,20.64,,20.64,16.0,29.0,yfinance,,,,35.078534031413625
2370,2370.T,2015-02-03 19:00:00,quarterly,,,,-3.36,,-3.36,-2.84,-18.27,yfinance,,,,68.62745098039217
2433,2433.T,2015-02-04 19:00:00,quarterly,,,,17.0,,17.0,15.11,12.51,yfinance,,,,-4.440697020798197
2342,2342.T,2015-02-04 19:00:00,quarterly,,,,0.12,,0.12,-0.71,116.9,yfinance,,,,105.55555555555556
2001,2001.T,2015-02-04 19:00:00,quarterly,,,,26.32,,26.32,26.57,-0.93,yfinance,,,,61.670761670761664
1982,1982.T,2015-02-05 19:00:00,quarterly,,,,4.33,,4.33,2.06,110.26,yfinance,,,,175.79617834394904
2220,2220.T,2015-02-05 19:00:00,quarterly,,,,20.81,,20.81,20.58,1.1,yfinance,,,,246.25623960066557
1721,1721.T,2015-02-05 19:00:00,quarterly,,,,30.61,,30.61,43.3,-29.31,yfinance,,,,28.29002514668902
1518,1518.T,2015-02-05 19:00:00,quarterly,,,,10.36,,10.36,7.59,36.53,yfinance,,,,233.16195372750644
1929,1929.T,2015-02-05 19:00:00,quarterly,,,,-2.22,,-2.22,12.77,-117.38,yfinance,,,,-127.33990147783251
2121,2121.T,2015-02-05 19:00:00,quarterly,,,,124.53,,124.53,106.54,16.89,yfinance,,,,62.46575342465752
1882,1882.T,2015-02-08 19:00:00,quarterly,,,,25.89,,25.89,25.9,-0.05,yfinance,,,,31.755725190839705
1820,1820.T,2015-02-08 19:00:00,quarterly,,,,27.5,,27.5,35.72,-23.0,yfinance,,,,-57.19844357976653
2201,2201.T,2015-02-08 19:00:00,quarterly,,,,16.05,,16.05,9.01,78.14,yfinance,,,,52.132701421800945
1833,1833.T,2015-02-08 19:00:00,quarterly,,,,19.6,,19.6,23.76,-17.5,yfinance,,,,-24.904214559386972
2211,2211.T,2015-02-08 19:00:00,quarterly,,,,46.8,,46.8,85.5,-45.26,yfinance,,,,251.94805194805193
1720,1720.T,2015-02-08 19:00:00,quarterly,,,,22.53,,22.53,13.3,69.36,yfinance,,,,82.72506082725062
1719,1719.T,2015-02-09 19:00:00,quarterly,,,,18.82,,18.82,15.02,25.33,yfinance,,,,2.673213311511195
2108,2108.T,2015-02-09 19:00:00,quarterly,,,,-6.3,,-6.3,-14.28,55.88,yfinance,,,,-127.27272727272727
1861,1861.T,2015-02-09 19:00:00,quarterly,,,,15.48,,15.48,12.05,28.42,yfinance,,,,-33.789563729683486
1885,1885.T,2015-02-09 19:00:00,quarterly,,,,15.13,,15.13,7.56,100.13,yfinance,,,,6.175438596491233
1968,1968.T,2015-02-09 19:00:00,quarterly,,,,10.23,,10.23,11.38,-10.17,yfinance,,,,-6.146788990825687
2305,2305.T,2015-02-09 19:00:00,quarterly,,,,158.14,,158.14,149.3,5.92,yfinance,,,,613.9503386004515
1813,1813.T,2015-02-09 19:00:00,quarterly,,,,93.3,,93.3,44.07,111.71,yfinance,,,,153.5326086956522
1921,1921.T,2015-02-11 19:00:00,quarterly,,,,0.07,,0.07,1.42,-95.06,yfinance,,,,-99.36536718041704
1815,1815.T,2015-02-11 19:00:00,quarterly,,,,68.6,,68.6,41.73,64.39,yfinance,,,,210.40723981900447
1888,1888.T,2015-02-11 19:00:00,quarterly,,,,33.4,,33.4,50.35,-33.66,yfinance,,,,-17.733990147783256
1963,1963.T,2015-02-11 19:00:00,quarterly,,,,63.91,,63.91,45.43,40.68,yfinance,,,,1.9948930737312482
1762,1762.T,2015-02-11 19:00:00,quarterly,,,,46.12,,46.12,28.15,63.82,yfinance,,,,114.11327762302692
1822,1822.T,2015-02-12 19:00:00,quarterly,,,,25.24,,25.24,6.33,298.86,yfinance,,,,97.4960876369327
2160,2160.T,2015-02-12 19:00:00,quarterly,,,,0.9,,0.9,-3.4,126.5,yfinance,,,,130.3030303030303
1873,1873.T,2015-03-08 20:00:00,quarterly,,,,-17.32,,-17.32,-16.57,-4.55,yfinance,,,,-134.52262308152282
1766,1766.T,2015-03-09 20:00:00,quarterly,,,,126.05,,126.05,121.95,3.36,yfinance,,,,446.6175195143105
2157,2157.T,2015-04-09 20:00:00,quarterly,,,,13.07,,13.07,15.85,-17.55,yfinance,,,,213.42925659472422
1377,1377.T,2015-04-12 20:00:00,quarterly,,,,22.21,,22.21,16.02,38.6,yfinance,,,,2.634011090573014
2337,2337.T,2015-04-19 20:00:00,quarterly,,,,6.42,,6.42,5.0,28.4,yfinance,,,,
2664,2664.T,2015-04-26 20:00:00,quarterly,,,,9.62,,9.62,58.99,-83.69,yfinance,,,,-77.2253787878788
2211,2211.T,2015-04-26 20:00:00,quarterly,,,,1.1,,1.1,23.16,-95.25,yfinance,,,,-97.64957264957265
