ticker,code,earnings_date,reported_eps,eps_estimate,surprise_pct,source
1950.T,1950,2015-04-27 20:00:00,110.6,98.83,11.91,yfinance
1950.T,1950,2015-01-29 19:00:00,29.66,21.93,35.24,yfinance
1950.T,1950,2014-10-29 20:00:00,9.86,17.94,-45.03,yfinance
1950.T,1950,2014-07-28 20:00:00,-10.3,-6.92,-48.74,yfinance
1950.T,1950,2014-04-24 20:00:00,81.45,90.87,-10.37,yfinance
1950.T,1950,2014-01-30 19:00:00,21.68,15.06,43.94,yfinance
1950.T,1950,2013-10-29 20:00:00,18.51,9.46,95.71,yfinance
1950.T,1950,2013-07-29 20:00:00,-12.7,-6.13,-107.21,yfinance
1950.T,1950,2013-04-25 20:00:00,83.69,82.56,1.37,yfinance
1950.T,1950,2013-01-29 19:00:00,14.4,11.86,21.43,yfinance
1950.T,1950,2012-10-30 20:00:00,11.71,5.07,131.01,yfinance
1950.T,1950,2012-07-30 20:00:00,-6.69,0.21,-3331.88,yfinance
1950.T,1950,2012-04-26 20:00:00,83.89,84.57,-0.81,yfinance
1950.T,1950,2012-01-29 19:00:00,-8.3,19.57,-142.41,yfinance
1950.T,1950,2011-10-30 20:00:00,4.2,8.39,-49.91,yfinance
1950.T,1950,2011-07-27 20:00:00,-3.34,-7.99,58.19,yfinance
1950.T,1950,2011-04-27 20:00:00,75.48,86.73,-12.97,yfinance
1950.T,1950,2011-01-30 19:00:00,24.05,13.99,71.93,yfinance
1951.T,1951,2025-02-06 19:00:00,24.88,23.68,5.05,yfinance
1951.T,1951,2024-11-07 19:00:00,15.78,23.18,-31.93,yfinance
1951.T,1951,2024-08-08 20:00:00,14.37,9.04,58.93,yfinance
1951.T,1951,2024-05-09 20:00:00,42.93,64.0,-32.92,yfinance
1951.T,1951,2024-02-08 19:00:00,17.3,32.46,-46.72,yfinance
1951.T,1951,2019-02-06 19:00:00,117.22,21.25,451.62,yfinance
1951.T,1951,2018-11-05 19:00:00,16.7,14.6,14.42,yfinance
1951.T,1951,2018-08-02 20:00:00,14.33,11.05,29.68,yfinance
1951.T,1951,2018-05-08 20:00:00,43.15,47.35,-8.87,yfinance
1951.T,1951,2018-02-05 19:00:00,18.0,13.15,36.88,yfinance
1951.T,1951,2017-11-05 19:00:00,18.86,16.35,15.38,yfinance
1951.T,1951,2017-08-03 20:00:00,14.7,9.0,63.28,yfinance
1951.T,1951,2017-05-08 20:00:00,45.76,45.45,0.67,yfinance
1951.T,1951,2017-02-02 19:00:00,14.17,15.4,-7.99,yfinance
1951.T,1951,2016-11-03 20:00:00,6.51,12.05,-46.02,yfinance
1951.T,1951,2016-08-03 20:00:00,6.19,7.3,-15.21,yfinance
1951.T,1951,2016-05-08 20:00:00,37.92,29.4,29.0,yfinance
1959.T,1959,2026-01-30 01:00:00,148.83,105.61,40.92,yfinance
1959.T,1959,2025-10-30 20:00:00,102.04,97.3,4.88,yfinance
1959.T,1959,2025-07-25 02:00:00,109.14,63.5,71.87,yfinance
1959.T,1959,2025-04-28 02:00:00,113.93,201.96,-43.59,yfinance
1959.T,1959,2025-01-31 01:00:00,108.25,98.78,9.59,yfinance
1959.T,1959,2024-10-30 02:00:00,76.49,91.72,-16.61,yfinance
1959.T,1959,2024-07-29 03:00:00,109.69,70.56,55.46,yfinance
1959.T,1959,2024-04-25 20:00:00,155.0,132.93,16.6,yfinance
1959.T,1959,2024-01-29 02:00:00,97.38,60.98,59.69,yfinance
1959.T,1959,2023-10-26 20:00:00,83.44,81.94,1.83,yfinance
1959.T,1959,2023-07-25 20:00:00,60.05,35.35,69.87,yfinance
1959.T,1959,2023-04-27 20:00:00,162.4,275.75,-41.11,yfinance
1959.T,1959,2023-01-31 01:00:00,52.61,71.59,-26.51,yfinance
1959.T,1959,2022-10-26 02:00:00,123.66,48.66,154.15,yfinance
1959.T,1959,2022-07-27 02:00:00,33.26,49.39,-32.66,yfinance
1959.T,1959,2022-04-28 02:00:00,175.43,166.93,5.09,yfinance
1959.T,1959,2022-01-28 01:00:00,55.68,73.96,-24.72,yfinance
1959.T,1959,2021-10-27 20:00:00,85.19,81.65,4.33,yfinance
1959.T,1959,2021-07-28 20:00:00,53.75,39.78,35.12,yfinance
1959.T,1959,2021-04-27 20:00:00,158.05,124.13,27.33,yfinance
1959.T,1959,2021-01-28 19:00:00,78.46,58.81,33.4,yfinance
1959.T,1959,2020-10-29 20:00:00,72.94,87.95,-17.07,yfinance
1959.T,1959,2020-07-30 20:00:00,44.03,46.33,-4.95,yfinance
1959.T,1959,2020-04-27 20:00:00,168.2,150.43,11.82,yfinance
1963.T,1963,2024-08-07 20:00:00,51.28,12.8,300.63,yfinance
1963.T,1963,2024-02-08 19:00:00,-8.21,30.3,-127.1,yfinance
1963.T,1963,2023-11-08 19:00:00,9.69,37.8,-74.37,yfinance
1963.T,1963,2023-08-08 20:00:00,42.6,29.9,42.47,yfinance
1963.T,1963,2023-05-10 20:00:00,33.01,21.2,55.71,yfinance
1963.T,1963,2023-02-09 19:00:00,7.17,23.1,-68.96,yfinance
1963.T,1963,2022-11-10 01:00:00,32.53,20.0,62.65,yfinance
1963.T,1963,2019-05-13 22:00:00,55.76,11.7,376.58,yfinance
1963.T,1963,2018-05-09 22:00:00,-12.92,-2.8,-361.43,yfinance
1963.T,1963,2017-05-10 22:00:00,-54.51,35.3,-254.42,yfinance
1963.T,1963,2017-02-09 06:00:00,49.95,34.5,44.78,yfinance
1963.T,1963,2016-11-09 06:00:00,-96.07,21.0,-557.48,yfinance
1963.T,1963,2016-08-09 20:00:00,13.21,32.9,-59.85,yfinance
1963.T,1963,2016-05-11 20:00:00,-4.76,19.4,-124.54,yfinance
1963.T,1963,2016-02-09 19:00:00,47.87,37.7,26.98,yfinance
1963.T,1963,2015-11-10 19:00:00,88.87,49.19,80.67,yfinance
1963.T,1963,2015-08-10 20:00:00,37.62,44.12,-14.74,yfinance
1963.T,1963,2015-05-13 20:00:00,-82.94,-81.47,-1.8,yfinance
1963.T,1963,2015-02-11 19:00:00,63.91,45.43,40.68,yfinance
1963.T,1963,2014-11-10 19:00:00,62.66,36.78,70.36,yfinance
1963.T,1963,2014-08-10 20:00:00,38.1,38.04,0.16,yfinance
1963.T,1963,2014-05-13 20:00:00,43.22,48.84,-11.51,yfinance
1963.T,1963,2013-11-11 19:00:00,43.22,52.28,-17.33,yfinance
1963.T,1963,2011-02-09 19:00:00,2.66,69.46,-96.17,yfinance
1968.T,1968,2017-02-09 19:00:00,13.42,7.1,88.98,yfinance
1968.T,1968,2016-08-08 20:00:00,8.42,13.54,-37.81,yfinance
1968.T,1968,2016-02-08 19:00:00,11.77,7.95,48.17,yfinance
1968.T,1968,2015-08-06 20:00:00,21.37,19.09,11.97,yfinance
1968.T,1968,2015-05-07 20:00:00,20.3,15.15,34.02,yfinance
1968.T,1968,2015-02-09 19:00:00,10.23,11.38,-10.17,yfinance
1968.T,1968,2014-11-09 19:00:00,10.9,2.53,330.15,yfinance
1968.T,1968,2014-08-07 20:00:00,10.9,10.34,5.37,yfinance
1968.T,1968,2014-05-08 20:00:00,8.63,9.47,-8.94,yfinance
1968.T,1968,2014-02-06 19:00:00,7.86,10.21,-22.99,yfinance
1968.T,1968,2013-11-07 19:00:00,-5.75,8.62,-166.77,yfinance
1968.T,1968,2013-08-08 20:00:00,12.49,8.89,40.42,yfinance
1968.T,1968,2013-05-09 20:00:00,16.13,5.03,220.57,yfinance
1968.T,1968,2013-02-07 19:00:00,12.29,6.68,83.98,yfinance
1968.T,1968,2012-11-08 19:00:00,-0.35,-1.92,81.6,yfinance
1969.T,1969,2020-06-12 02:00:00,27.05,30.2,-10.43,yfinance
1969.T,1969,2019-02-07 19:00:00,22.66,20.35,11.35,yfinance
1969.T,1969,2018-11-07 19:00:00,19.9,21.05,-5.49,yfinance
1969.T,1969,2018-08-06 02:00:00,7.48,12.9,-42.05,yfinance
1969.T,1969,2018-05-11 02:00:00,29.6,25.5,16.08,yfinance
1969.T,1969,2018-02-08 01:00:00,19.91,17.65,12.78,yfinance
1969.T,1969,2017-11-13 01:00:00,19.9,15.65,27.16,yfinance
1969.T,1969,2017-05-11 20:00:00,28.05,21.5,30.44,yfinance
1969.T,1969,2017-02-08 19:00:00,14.66,11.55,26.88,yfinance
1969.T,1969,2016-11-09 19:00:00,11.26,10.2,10.39,yfinance
1969.T,1969,2016-08-04 20:00:00,4.96,4.1,20.85,yfinance
1969.T,1969,2016-05-11 20:00:00,22.19,23.2,-4.35,yfinance
1969.T,1969,2016-02-08 19:00:00,9.69,9.8,-1.17,yfinance
1979.T,1979,2026-02-09 22:00:00,57.36,48.56,18.13,yfinance
1979.T,1979,2025-11-09 22:00:00,72.53,32.64,122.18,yfinance
1979.T,1979,2025-08-07 20:00:00,43.93,30.71,43.06,yfinance
1979.T,1979,2025-05-14 20:00:00,43.78,78.01,-43.88,yfinance
1979.T,1979,2025-02-09 22:00:00,38.74,49.18,-21.23,yfinance
1979.T,1979,2024-08-08 20:00:00,37.23,29.55,26.01,yfinance
1979.T,1979,2024-05-14 20:00:00,81.63,55.33,47.53,yfinance
1979.T,1979,2024-02-13 01:00:00,54.59,46.79,16.67,yfinance
1979.T,1979,2023-11-13 01:00:00,45.97,40.0,14.92,yfinance
1979.T,1979,2023-08-10 02:00:00,53.79,30.12,78.57,yfinance
1979.T,1979,2023-05-15 02:00:00,42.34,62.42,-32.17,yfinance
1979.T,1979,2023-02-09 19:00:00,39.1,38.0,2.89,yfinance
1979.T,1979,2022-11-09 19:00:00,34.2,10.79,217.01,yfinance
1979.T,1979,2022-08-10 02:00:00,1.7,12.75,-86.67,yfinance
1979.T,1979,2022-05-16 02:00:00,41.43,82.27,-49.65,yfinance
1979.T,1979,2022-02-10 01:00:00,40.16,14.35,179.85,yfinance
1979.T,1979,2021-11-10 01:00:00,6.08,8.13,-25.26,yfinance
1979.T,1979,2021-08-10 02:00:00,18.68,12.37,51.06,yfinance
1979.T,1979,2021-05-17 01:00:00,54.22,27.44,97.57,yfinance
1979.T,1979,2021-02-10 01:00:00,22.23,30.33,-26.71,yfinance
1979.T,1979,2020-11-10 00:00:00,23.31,24.15,-3.5,yfinance
1979.T,1979,2020-08-11 02:00:00,21.76,22.01,-1.16,yfinance
1979.T,1979,2020-05-21 20:00:00,20.13,82.14,-75.49,yfinance
1979.T,1979,2020-02-10 01:00:00,35.07,46.23,-24.14,yfinance
1980.T,1980,2013-02-06 19:00:00,1.15,1.71,-32.63,yfinance
1980.T,1980,2012-08-08 20:00:00,-3.19,2.41,-232.08,yfinance
1980.T,1980,2012-05-08 20:00:00,11.16,7.12,56.79,yfinance
1980.T,1980,2012-02-08 19:00:00,-2.4,1.83,-231.2,yfinance
1980.T,1980,2011-11-08 19:00:00,3.6,3.14,14.69,yfinance
1980.T,1980,2011-08-08 20:00:00,-3.59,0.89,-505.27,yfinance
1980.T,1980,2011-05-11 20:00:00,7.22,63.02,-88.55,yfinance
1980.T,1980,2011-02-08 19:00:00,0.96,0.48,102.38,yfinance
1982.T,1982,2016-02-04 19:00:00,23.26,-0.77,3107.11,yfinance
1982.T,1982,2015-08-05 20:00:00,-7.06,-4.78,-47.81,yfinance
1982.T,1982,2015-05-11 20:00:00,47.69,33.32,43.12,yfinance
1982.T,1982,2015-02-05 19:00:00,4.33,2.06,110.26,yfinance
1982.T,1982,2014-11-06 19:00:00,1.57,-2.52,162.14,yfinance
1982.T,1982,2014-08-05 20:00:00,-9.77,-2.64,-270.71,yfinance
1982.T,1982,2014-05-08 20:00:00,31.81,33.23,-4.3,yfinance
1982.T,1982,2014-02-05 19:00:00,2.65,3.59,-26.15,yfinance
1982.T,1982,2013-11-07 19:00:00,1.32,3.03,-56.56,yfinance
1982.T,1982,2013-08-05 20:00:00,0.62,1.29,-51.9,yfinance
1982.T,1982,2013-05-09 20:00:00,27.06,23.48,15.26,yfinance
1982.T,1982,2013-02-07 19:00:00,-1.72,4.64,-137.19,yfinance
1982.T,1982,2012-11-08 19:00:00,1.64,3.61,-54.68,yfinance
1982.T,1982,2012-08-05 20:00:00,2.11,-3.51,159.97,yfinance
1982.T,1982,2012-05-10 20:00:00,24.99,30.61,-18.37,yfinance
1982.T,1982,2012-02-06 19:00:00,4.22,3.03,39.32,yfinance
1982.T,1982,2011-11-10 19:00:00,-1.74,4.78,-136.51,yfinance
1982.T,1982,2011-08-04 20:00:00,-1.38,3.22,-142.83,yfinance
1982.T,1982,2011-05-12 20:00:00,31.08,23.03,34.93,yfinance
1982.T,1982,2011-02-06 19:00:00,5.59,6.37,-12.18,yfinance
2001.T,2001,2016-02-03 19:00:00,37.88,23.55,60.84,yfinance
2001.T,2001,2015-08-05 20:00:00,25.72,23.08,11.42,yfinance
2001.T,2001,2015-05-13 20:00:00,20.18,21.99,-8.25,yfinance
2001.T,2001,2015-02-04 19:00:00,26.32,26.57,-0.93,yfinance
2001.T,2001,2014-11-06 19:00:00,16.28,15.53,4.83,yfinance
2001.T,2001,2014-08-05 20:00:00,21.66,23.69,-8.55,yfinance
2001.T,2001,2014-05-13 20:00:00,15.02,22.42,-33.01,yfinance
2001.T,2001,2014-02-05 19:00:00,32.9,27.18,21.04,yfinance
2001.T,2001,2013-10-31 20:00:00,21.76,24.31,-10.49,yfinance
2001.T,2001,2013-08-05 20:00:00,24.78,32.67,-24.16,yfinance
2001.T,2001,2013-05-13 20:00:00,26.78,21.93,22.12,yfinance
2001.T,2001,2013-02-05 19:00:00,26.68,18.84,41.6,yfinance
2001.T,2001,2012-11-01 20:00:00,12.7,16.24,-21.78,yfinance
2001.T,2001,2012-08-02 20:00:00,18.58,17.76,4.62,yfinance
2001.T,2001,2012-05-10 20:00:00,16.08,12.21,31.74,yfinance
2001.T,2001,2012-02-01 19:00:00,22.0,16.71,31.63,yfinance
2001.T,2001,2011-11-01 20:00:00,11.08,18.2,-39.13,yfinance
2001.T,2001,2011-08-04 20:00:00,25.76,21.46,20.06,yfinance
2001.T,2001,2011-05-11 20:00:00,4.68,20.94,-77.65,yfinance
2001.T,2001,2011-02-03 19:00:00,29.7,24.74,20.03,yfinance
2001.T,2001,2010-11-04 20:00:00,13.7,23.27,-41.14,yfinance
2002.T,2002,2026-01-30 01:00:00,43.63,42.91,1.68,yfinance
2002.T,2002,2025-10-30 02:00:00,-4.46,26.16,-117.05,yfinance
2002.T,2002,2025-05-15 02:00:00,14.64,17.06,-14.19,yfinance
2002.T,2002,2025-01-28 01:00:00,34.21,38.13,-10.28,yfinance
2002.T,2002,2024-10-30 02:00:00,32.02,40.2,-20.35,yfinance
2002.T,2002,2024-07-30 20:00:00,36.46,27.57,32.25,yfinance
2002.T,2002,2024-05-14 20:00:00,7.48,14.4,-48.06,yfinance
2002.T,2002,2024-01-29 19:00:00,37.22,25.96,43.4,yfinance
2002.T,2002,2023-10-26 20:00:00,32.64,20.19,61.68,yfinance
2002.T,2002,2023-07-26 20:00:00,29.4,22.11,32.96,yfinance
2002.T,2002,2023-05-09 20:00:00,42.14,41.91,0.55,yfinance
2002.T,2002,2023-01-29 19:00:00,50.06,30.58,63.7,yfinance
2002.T,2002,2022-10-25 20:00:00,-148.32,-67.61,-119.38,yfinance
2002.T,2002,2022-07-25 20:00:00,21.21,17.65,20.15,yfinance
2002.T,2002,2022-05-12 20:00:00,-2.33,8.23,-128.32,yfinance
2002.T,2002,2022-01-26 19:00:00,27.72,23.68,17.06,yfinance
2002.T,2002,2021-10-27 20:00:00,14.87,15.69,-5.21,yfinance
2002.T,2002,2021-07-26 20:00:00,18.62,17.81,4.55,yfinance
2002.T,2002,2021-05-16 20:00:00,9.27,5.52,67.78,yfinance
2002.T,2002,2021-01-27 19:00:00,24.21,19.64,23.3,yfinance
2002.T,2002,2020-10-26 20:00:00,15.89,14.48,9.74,yfinance
2002.T,2002,2020-07-27 20:00:00,14.58,10.93,33.41,yfinance
2002.T,2002,2020-05-13 20:00:00,8.26,11.13,-25.77,yfinance
2002.T,2002,2020-01-29 19:00:00,21.64,16.58,30.49,yfinance
2004.T,2004,2016-02-02 19:00:00,65.9,37.92,73.79,yfinance
2004.T,2004,2015-08-04 20:00:00,55.2,68.49,-19.4,yfinance
2004.T,2004,2015-05-13 20:00:00,18.65,52.3,-64.34,yfinance
2004.T,2004,2015-02-03 19:00:00,37.05,57.34,-35.39,yfinance
2004.T,2004,2014-11-05 19:00:00,37.15,43.33,-14.25,yfinance
2004.T,2004,2014-08-04 20:00:00,72.6,64.7,12.21,yfinance
2004.T,2004,2014-05-12 20:00:00,29.05,34.79,-16.5,yfinance
2004.T,2004,2014-02-04 19:00:00,51.45,61.1,-15.79,yfinance
2004.T,2004,2013-11-05 19:00:00,48.8,39.36,23.98,yfinance
2004.T,2004,2013-08-04 20:00:00,69.7,54.8,27.19,yfinance
2004.T,2004,2013-05-13 20:00:00,-0.65,32.85,-101.98,yfinance
2004.T,2004,2013-02-04 19:00:00,64.3,31.2,106.09,yfinance
2004.T,2004,2012-11-04 19:00:00,27.1,42.97,-36.93,yfinance
2004.T,2004,2012-08-02 20:00:00,51.5,46.6,10.53,yfinance
2004.T,2004,2012-05-13 20:00:00,4.0,8.25,-51.52,yfinance
2004.T,2004,2012-02-02 19:00:00,39.65,30.96,28.07,yfinance
2004.T,2004,2011-11-03 20:00:00,34.3,33.74,1.64,yfinance
2004.T,2004,2011-08-02 20:00:00,45.5,40.92,11.21,yfinance
2004.T,2004,2011-05-22 20:00:00,-68.0,-9.75,-597.44,yfinance
2108.T,2108,2016-02-09 19:00:00,17.9,-1.38,1397.1,yfinance
2108.T,2108,2015-08-09 20:00:00,27.5,42.79,-35.73,yfinance
2108.T,2108,2015-05-14 20:00:00,48.4,48.38,0.04,yfinance
2108.T,2108,2015-02-09 19:00:00,-6.3,-14.28,55.88,yfinance
2108.T,2108,2014-11-10 19:00:00,23.1,22.55,2.44,yfinance
2108.T,2108,2014-08-10 20:00:00,32.5,15.03,116.23,yfinance
2108.T,2108,2014-05-14 20:00:00,57.4,51.85,10.7,yfinance
2108.T,2108,2014-02-11 19:00:00,-5.1,-22.71,77.54,yfinance
2108.T,2108,2013-11-11 19:00:00,13.8,14.35,-3.83,yfinance
2108.T,2108,2013-08-11 20:00:00,10.5,35.04,-70.03,yfinance
2108.T,2108,2013-05-13 20:00:00,55.3,32.67,69.27,yfinance
2108.T,2108,2013-02-11 19:00:00,-27.2,-18.51,-46.95,yfinance
2108.T,2108,2012-11-12 19:00:00,19.5,28.86,-32.43,yfinance
2108.T,2108,2012-08-09 20:00:00,11.1,77.39,-85.66,yfinance
2108.T,2108,2012-05-14 20:00:00,35.1,5.22,572.41,yfinance
2108.T,2108,2012-02-13 19:00:00,-23.6,1.67,-1513.17,yfinance
2108.T,2108,2011-11-10 19:00:00,30.3,24.64,22.97,yfinance
2108.T,2108,2011-08-11 20:00:00,41.0,62.33,-34.22,yfinance
2108.T,2108,2011-05-12 20:00:00,13.2,18.82,-29.86,yfinance
2108.T,2108,2011-02-13 19:00:00,1.3,21.52,-93.96,yfinance
2109.T,2109,2016-01-28 19:00:00,96.2,76.29,26.11,yfinance
2109.T,2109,2015-07-30 20:00:00,71.6,47.43,50.98,yfinance
2109.T,2109,2015-05-11 20:00:00,47.95,52.2,-8.14,yfinance
2109.T,2109,2015-01-29 19:00:00,68.65,59.55,15.28,yfinance
2109.T,2109,2014-10-30 20:00:00,49.7,41.73,19.11,yfinance
2109.T,2109,2014-07-30 20:00:00,47.6,43.88,8.48,yfinance
2109.T,2109,2014-05-13 20:00:00,30.85,48.49,-36.38,yfinance
2109.T,2109,2014-01-30 19:00:00,72.85,74.19,-1.8,yfinance
2109.T,2109,2013-10-29 20:00:00,48.7,41.66,16.9,yfinance
2109.T,2109,2013-07-30 20:00:00,44.9,45.25,-0.76,yfinance
2109.T,2109,2013-05-14 20:00:00,28.65,25.7,11.48,yfinance
2109.T,2109,2013-01-30 19:00:00,82.3,35.74,130.31,yfinance
2109.T,2109,2012-10-30 20:00:00,29.45,26.75,10.11,yfinance
2109.T,2109,2012-07-30 20:00:00,26.55,41.38,-35.83,yfinance
2109.T,2109,2012-05-14 20:00:00,17.05,25.77,-33.84,yfinance
2109.T,2109,2012-01-30 19:00:00,56.1,20.72,170.75,yfinance
2109.T,2109,2011-11-06 19:00:00,-27.5,43.64,-163.02,yfinance
2109.T,2109,2011-07-28 20:00:00,49.7,53.84,-7.68,yfinance
2109.T,2109,2011-05-12 20:00:00,8.2,12.16,-32.57,yfinance
2120.T,2120,2017-02-12 19:00:00,2.79,4.8,-41.87,yfinance
2120.T,2120,2016-11-10 10:00:00,7.94,4.7,68.94,yfinance
2120.T,2120,2016-08-09 20:00:00,6.18,5.4,14.44,yfinance
2121.T,2121,2020-02-06 19:00:00,-23.43,11.94,-296.28,yfinance
2121.T,2121,2019-11-07 19:00:00,14.04,25.39,-44.69,yfinance
2121.T,2121,2019-08-08 20:00:00,15.05,33.1,-54.53,yfinance
2121.T,2121,2019-05-09 20:00:00,124.76,109.28,14.16,yfinance
2121.T,2121,2019-02-06 19:00:00,55.63,54.31,2.44,yfinance
2121.T,2121,2018-11-07 19:00:00,74.93,84.05,-10.85,yfinance
2121.T,2121,2018-08-08 20:00:00,94.94,95.77,-0.86,yfinance
2121.T,2121,2018-05-11 10:00:00,213.15,174.42,22.21,yfinance
2121.T,2121,2017-11-07 19:00:00,146.71,165.53,-11.37,yfinance
2121.T,2121,2017-08-07 20:00:00,172.95,183.55,-5.77,yfinance
2121.T,2121,2017-05-09 20:00:00,259.43,226.5,14.54,yfinance
2121.T,2121,2017-02-08 19:00:00,195.43,162.96,19.93,yfinance
2121.T,2121,2016-11-08 19:00:00,114.09,192.03,-40.59,yfinance
2121.T,2121,2016-08-04 20:00:00,161.9,186.32,-13.11,yfinance
2121.T,2121,2016-05-09 20:00:00,201.99,145.31,39.0,yfinance
2121.T,2121,2016-02-04 19:00:00,185.37,165.59,11.94,yfinance
2121.T,2121,2015-11-05 19:00:00,149.26,115.6,29.12,yfinance
2121.T,2121,2015-08-12 20:00:00,197.97,167.35,18.3,yfinance
2121.T,2121,2015-05-11 20:00:00,172.12,156.28,10.13,yfinance
2121.T,2121,2015-02-05 19:00:00,124.53,106.54,16.89,yfinance
2121.T,2121,2014-11-06 19:00:00,76.65,-50.0,253.3,yfinance
2121.T,2121,2014-08-07 20:00:00,36.32,21.0,72.95,yfinance
2121.T,2121,2014-05-13 20:00:00,18.04,16.54,9.06,yfinance
2121.T,2121,2014-02-12 19:00:00,-2.97,-0.98,-203.08,yfinance
2124.T,2124,2019-11-07 19:00:00,7.51,10.4,-27.76,yfinance
2124.T,2124,2019-08-08 20:00:00,5.74,7.35,-21.87,yfinance
2127.T,2127,2026-01-29 19:00:00,14.54,12.88,12.89,yfinance
2127.T,2127,2025-10-29 20:00:00,12.27,11.47,6.97,yfinance
2127.T,2127,2025-07-29 20:00:00,4.78,4.92,-2.85,yfinance
2127.T,2127,2025-04-29 20:00:00,13.07,10.3,26.89,yfinance
2127.T,2127,2025-01-29 19:00:00,9.68,13.43,-27.92,yfinance
2127.T,2127,2024-10-30 02:00:00,9.05,10.59,-14.54,yfinance
2127.T,2127,2024-07-30 02:00:00,2.74,5.96,-54.03,yfinance
2127.T,2127,2024-04-29 20:00:00,10.6,11.11,-4.59,yfinance
2127.T,2127,2024-01-29 19:00:00,11.09,8.33,33.13,yfinance
2127.T,2127,2023-10-26 20:00:00,8.53,20.9,-59.19,yfinance
2127.T,2127,2023-07-28 02:00:00,2.82,9.35,-69.84,yfinance
2127.T,2127,2023-04-27 20:00:00,8.3,12.11,-31.46,yfinance
2127.T,2127,2023-01-26 19:00:00,6.13,13.0,-52.85,yfinance
2127.T,2127,2022-10-28 02:00:00,8.43,9.08,-7.16,yfinance
2127.T,2127,2022-07-28 20:00:00,6.87,9.98,-31.16,yfinance
2127.T,2127,2022-04-28 02:00:00,2.83,7.56,-62.57,yfinance
2127.T,2127,2022-02-13 19:00:00,7.58,12.72,-40.41,yfinance
2127.T,2127,2021-10-29 02:00:00,12.3,13.03,-5.6,yfinance
2127.T,2127,2021-07-30 02:00:00,11.89,12.1,-1.74,yfinance
2127.T,2127,2021-04-29 20:00:00,9.75,4.98,95.78,yfinance
2127.T,2127,2021-01-29 01:00:00,9.18,10.44,-12.12,yfinance
2127.T,2127,2020-10-30 02:00:00,10.39,11.18,-7.07,yfinance
2127.T,2127,2020-07-30 02:00:00,10.26,8.47,21.2,yfinance
2127.T,2127,2020-05-15 02:00:00,3.74,3.25,15.1,yfinance
2146.T,2146,2024-02-08 19:00:00,3.69,3.68,0.24,yfinance
2146.T,2146,2022-02-03 19:00:00,1.88,2.6,-27.82,yfinance
2146.T,2146,2021-05-10 04:00:00,0.93,1.77,-47.13,yfinance
2146.T,2146,2020-02-06 02:00:00,2.31,1.54,50.22,yfinance
2146.T,2146,2019-11-07 01:00:00,2.39,1.33,80.4,yfinance
2146.T,2146,2019-05-09 02:00:00,3.39,2.99,13.37,yfinance
2146.T,2146,2019-02-06 19:00:00,3.05,2.65,15.39,yfinance
2146.T,2146,2018-11-07 19:00:00,1.58,2.48,-36.1,yfinance
2146.T,2146,2018-02-07 19:00:00,1.45,1.4,3.57,yfinance
2146.T,2146,2017-05-10 20:00:00,0.89,1.19,-25.0,yfinance
2154.T,2154,2026-02-05 19:00:00,43.55,36.92,17.97,yfinance
2154.T,2154,2025-11-07 01:00:00,32.4,26.53,22.11,yfinance
2154.T,2154,2025-08-08 02:00:00,44.01,29.69,48.24,yfinance
2154.T,2154,2025-05-08 20:00:00,32.8,34.54,-5.02,yfinance
2154.T,2154,2025-02-07 01:00:00,40.26,37.5,7.35,yfinance
2154.T,2154,2024-11-08 01:00:00,27.49,28.35,-3.03,yfinance
2154.T,2154,2024-08-09 02:00:00,40.9,37.24,9.82,yfinance
2154.T,2154,2024-05-09 20:00:00,33.06,30.57,8.15,yfinance
2154.T,2154,2024-02-09 01:00:00,35.5,35.1,1.15,yfinance
2154.T,2154,2023-11-10 01:00:00,26.3,21.63,21.62,yfinance
2154.T,2154,2023-08-10 03:00:00,19.87,22.25,-10.7,yfinance
2154.T,2154,2023-05-12 02:00:00,29.51,24.38,21.04,yfinance
2154.T,2154,2023-02-10 02:00:00,35.73,25.43,40.48,yfinance
2154.T,2154,2022-11-03 20:00:00,24.02,18.81,27.72,yfinance
2154.T,2154,2022-08-05 03:00:00,7.02,44.19,-84.12,yfinance
2154.T,2154,2022-05-13 03:00:00,9.52,9.32,2.19,yfinance
2154.T,2154,2022-02-10 02:00:00,17.22,9.24,86.27,yfinance
2154.T,2154,2021-11-04 20:00:00,9.32,7.02,32.7,yfinance
2157.T,2157,2020-07-09 20:00:00,-30.67,30.04,-202.09,yfinance
2157.T,2157,2020-01-09 19:00:00,8.61,10.73,-19.74,yfinance
2157.T,2157,2019-10-09 20:00:00,15.35,16.97,-9.55,yfinance
2157.T,2157,2019-07-09 20:00:00,25.17,17.49,43.88,yfinance
2157.T,2157,2019-04-10 20:00:00,23.36,24.13,-3.18,yfinance
2157.T,2157,2019-01-10 19:00:00,12.69,7.89,60.77,yfinance
2157.T,2157,2018-10-10 20:00:00,15.83,14.87,6.48,yfinance
2157.T,2157,2018-07-10 20:00:00,10.07,14.67,-31.35,yfinance
2157.T,2157,2018-04-09 20:00:00,20.99,19.68,6.66,yfinance
2157.T,2157,2018-01-11 19:00:00,7.56,4.92,53.59,yfinance
2157.T,2157,2017-10-10 20:00:00,5.8,-0.52,1225.48,yfinance
2157.T,2157,2017-07-04 20:00:00,12.68,13.14,-3.48,yfinance
2157.T,2157,2017-04-09 20:00:00,20.47,28.55,-28.3,yfinance
2157.T,2157,2017-01-09 19:00:00,4.67,1.3,259.46,yfinance
