ticker,code,earnings_date,reported_eps,eps_estimate,surprise_pct,source
1833.T,1833,2015-02-08 19:00:00,19.6,23.76,-17.5,yfinance
1833.T,1833,2014-11-10 19:00:00,26.1,26.55,-1.68,yfinance
1833.T,1833,2014-08-04 20:00:00,34.0,23.54,44.43,yfinance
1833.T,1833,2014-05-13 20:00:00,36.35,36.23,0.34,yfinance
1833.T,1833,2012-05-09 20:00:00,-6.15,-17.27,64.39,yfinance
1833.T,1833,2011-05-11 20:00:00,30.35,-2.29,1426.92,yfinance
1860.T,1860,2024-02-12 19:00:00,4.57,14.5,-68.48,yfinance
1860.T,1860,2023-11-12 19:00:00,10.61,17.0,-37.59,yfinance
1860.T,1860,2023-05-14 22:00:00,8.48,17.0,-50.12,yfinance
1860.T,1860,2022-02-09 19:00:00,19.35,17.6,9.94,yfinance
1860.T,1860,2021-11-14 19:00:00,13.19,12.7,3.86,yfinance
1860.T,1860,2021-05-13 20:00:00,27.69,25.9,6.91,yfinance
1860.T,1860,2020-05-28 20:00:00,23.19,27.3,-15.05,yfinance
1860.T,1860,2020-02-12 19:00:00,21.03,18.6,13.06,yfinance
1860.T,1860,2019-11-07 19:00:00,18.0,15.1,19.21,yfinance
1860.T,1860,2019-02-07 19:00:00,19.55,18.3,6.83,yfinance
1860.T,1860,2018-11-07 19:00:00,15.81,13.7,15.4,yfinance
1860.T,1860,2018-08-09 20:00:00,11.14,18.3,-39.13,yfinance
1860.T,1860,2018-05-10 20:00:00,29.58,16.7,77.13,yfinance
1860.T,1860,2018-02-12 19:00:00,19.79,15.5,27.68,yfinance
1860.T,1860,2017-11-09 19:00:00,15.42,15.3,0.78,yfinance
1860.T,1860,2017-08-07 20:00:00,17.92,16.6,7.95,yfinance
1860.T,1860,2017-02-09 19:00:00,28.84,14.7,96.19,yfinance
1860.T,1860,2016-11-10 19:00:00,16.01,13.4,19.48,yfinance
1860.T,1860,2016-08-08 20:00:00,21.3,9.8,117.35,yfinance
1860.T,1860,2016-05-12 20:00:00,12.51,15.3,-18.24,yfinance
1860.T,1860,2016-02-09 19:00:00,15.83,14.89,6.35,yfinance
1860.T,1860,2015-11-11 19:00:00,19.05,7.82,143.7,yfinance
1860.T,1860,2015-08-05 20:00:00,17.86,14.18,25.96,yfinance
1860.T,1860,2015-05-13 20:00:00,7.93,4.56,74.04,yfinance
1861.T,1861,2016-02-09 19:00:00,26.75,11.88,125.17,yfinance
1861.T,1861,2015-08-05 20:00:00,22.5,-1.2,1978.91,yfinance
1861.T,1861,2015-05-13 20:00:00,25.13,15.64,60.62,yfinance
1861.T,1861,2015-02-09 19:00:00,15.48,12.05,28.42,yfinance
1861.T,1861,2014-11-10 19:00:00,23.38,9.24,153.04,yfinance
1861.T,1861,2014-08-06 20:00:00,-24.67,-2.35,-951.12,yfinance
1861.T,1861,2014-05-12 20:00:00,15.33,5.61,173.42,yfinance
1861.T,1861,2014-02-11 19:00:00,12.28,11.04,11.21,yfinance
1861.T,1861,2013-11-11 19:00:00,26.5,11.85,123.68,yfinance
1861.T,1861,2013-08-06 20:00:00,-4.8,-12.33,61.09,yfinance
1861.T,1861,2013-05-12 20:00:00,8.88,1.93,359.84,yfinance
1861.T,1861,2013-02-11 19:00:00,4.9,5.55,-11.67,yfinance
1861.T,1861,2012-11-11 19:00:00,-5.52,5.42,-202.03,yfinance
1861.T,1861,2012-08-08 20:00:00,-23.02,-11.83,-94.67,yfinance
1861.T,1861,2012-05-13 20:00:00,34.03,8.83,285.23,yfinance
1861.T,1861,2012-02-09 19:00:00,-10.85,11.1,-197.73,yfinance
1861.T,1861,2011-11-10 19:00:00,11.2,2.54,341.81,yfinance
1861.T,1861,2011-08-09 20:00:00,-12.37,-4.5,-174.85,yfinance
1861.T,1861,2011-05-12 20:00:00,5.63,13.34,-57.84,yfinance
1861.T,1861,2011-02-09 19:00:00,11.68,10.64,9.7,yfinance
1861.T,1861,2010-11-10 19:00:00,13.15,-0.6,2273.55,yfinance
1873.T,1873,2016-09-04 20:00:00,22.12,21.88,1.1,yfinance
1873.T,1873,2016-04-12 20:00:00,-19.72,-8.98,-119.48,yfinance
1873.T,1873,2015-09-06 20:00:00,13.91,36.06,-61.43,yfinance
1873.T,1873,2015-03-08 20:00:00,-17.32,-16.57,-4.55,yfinance
1873.T,1873,2014-12-08 19:00:00,50.17,43.76,14.66,yfinance
1873.T,1873,2014-09-01 20:00:00,9.65,19.52,-50.56,yfinance
1873.T,1873,2014-06-02 20:00:00,13.89,10.5,32.24,yfinance
1873.T,1873,2014-03-05 19:00:00,-1.73,-4.68,63.07,yfinance
1873.T,1873,2014-01-27 19:00:00,60.17,54.49,10.42,yfinance
1878.T,1878,2026-01-29 21:00:00,79.12,65.09,21.56,yfinance
1878.T,1878,2025-10-30 20:00:00,77.69,71.08,9.3,yfinance
1878.T,1878,2025-07-30 20:00:00,72.72,66.42,9.5,yfinance
1878.T,1878,2025-05-01 22:00:00,51.05,27.32,86.88,yfinance
1878.T,1878,2025-01-30 19:00:00,78.23,64.05,22.14,yfinance
1878.T,1878,2024-10-28 20:00:00,82.05,82.08,-0.04,yfinance
1878.T,1878,2024-07-30 20:00:00,74.33,57.34,29.62,yfinance
1878.T,1878,2024-05-01 20:00:00,44.93,44.51,0.94,yfinance
1878.T,1878,2024-01-29 19:00:00,63.08,54.16,16.48,yfinance
1878.T,1878,2023-10-29 20:00:00,60.0,53.85,11.43,yfinance
1878.T,1878,2023-07-27 20:00:00,54.11,49.97,8.27,yfinance
1878.T,1878,2023-04-27 20:00:00,50.62,61.39,-17.55,yfinance
1878.T,1878,2023-01-29 19:00:00,49.22,55.17,-10.79,yfinance
1878.T,1878,2022-10-26 20:00:00,52.87,59.05,-10.46,yfinance
1878.T,1878,2022-08-02 20:00:00,53.51,49.23,8.7,yfinance
1878.T,1878,2022-04-27 20:00:00,19.24,17.76,8.36,yfinance
1878.T,1878,2022-01-27 19:00:00,57.11,43.5,31.29,yfinance
1878.T,1878,2021-10-27 20:00:00,74.31,52.17,42.46,yfinance
1878.T,1878,2021-07-28 20:00:00,53.61,48.21,11.2,yfinance
1878.T,1878,2021-04-29 20:00:00,18.91,10.2,85.43,yfinance
1878.T,1878,2021-01-27 19:00:00,55.31,25.26,118.95,yfinance
1878.T,1878,2020-10-28 20:00:00,59.23,36.02,64.43,yfinance
1878.T,1878,2020-07-29 20:00:00,48.42,41.34,17.12,yfinance
1878.T,1878,2020-05-07 20:00:00,79.74,54.13,47.33,yfinance
1882.T,1882,2016-02-07 19:00:00,23.73,22.27,6.55,yfinance
1882.T,1882,2015-08-06 20:00:00,-3.61,-14.61,75.3,yfinance
1882.T,1882,2015-05-13 20:00:00,50.78,38.34,32.43,yfinance
1882.T,1882,2015-02-08 19:00:00,25.89,25.9,-0.05,yfinance
1882.T,1882,2014-11-09 19:00:00,19.65,19.33,1.66,yfinance
1882.T,1882,2014-08-07 20:00:00,-15.32,-7.02,-118.08,yfinance
1882.T,1882,2014-05-13 20:00:00,41.97,21.07,99.17,yfinance
1882.T,1882,2014-02-09 19:00:00,27.45,19.5,40.78,yfinance
1882.T,1882,2013-11-10 19:00:00,16.23,5.11,217.49,yfinance
1882.T,1882,2013-08-08 20:00:00,-4.45,-9.34,52.35,yfinance
1882.T,1882,2013-05-12 20:00:00,31.88,20.93,52.33,yfinance
1882.T,1882,2013-02-11 19:00:00,24.95,12.07,106.64,yfinance
1882.T,1882,2012-11-11 19:00:00,5.29,5.59,-5.42,yfinance
1882.T,1882,2012-08-09 20:00:00,-7.2,-16.87,57.32,yfinance
1882.T,1882,2012-05-13 20:00:00,37.59,26.62,41.2,yfinance
1882.T,1882,2012-02-09 19:00:00,11.79,11.96,-1.42,yfinance
1882.T,1882,2011-11-06 19:00:00,1.3,-0.57,326.09,yfinance
1882.T,1882,2011-08-08 02:00:00,-12.56,-17.97,30.09,yfinance
1882.T,1882,2011-05-12 20:00:00,24.09,21.61,11.47,yfinance
1882.T,1882,2011-02-09 19:00:00,11.82,12.08,-2.18,yfinance
1885.T,1885,2016-02-09 19:00:00,19.93,1.97,910.14,yfinance
1885.T,1885,2015-08-06 20:00:00,16.45,-10.69,253.88,yfinance
1885.T,1885,2015-05-14 20:00:00,13.3,20.78,-36.0,yfinance
1885.T,1885,2015-02-09 19:00:00,15.13,7.56,100.13,yfinance
1885.T,1885,2014-11-09 19:00:00,14.25,3.87,268.22,yfinance
1885.T,1885,2014-08-06 20:00:00,-17.8,-7.47,-138.29,yfinance
1885.T,1885,2014-05-14 20:00:00,15.68,22.35,-29.87,yfinance
1885.T,1885,2014-02-12 19:00:00,0.95,10.53,-90.98,yfinance
1885.T,1885,2013-11-07 19:00:00,3.95,0.65,505.36,yfinance
1885.T,1885,2013-08-07 20:00:00,-10.77,-11.27,4.43,yfinance
1885.T,1885,2013-05-14 20:00:00,11.28,10.84,4.06,yfinance
1885.T,1885,2013-02-07 19:00:00,11.48,3.14,265.16,yfinance
1885.T,1885,2012-11-08 19:00:00,-4.3,5.98,-171.91,yfinance
1885.T,1885,2012-08-07 20:00:00,-15.95,-14.41,-10.71,yfinance
1888.T,1888,2016-02-11 19:00:00,46.5,35.35,31.54,yfinance
1888.T,1888,2015-08-06 20:00:00,26.7,-17.44,253.1,yfinance
1888.T,1888,2015-05-13 20:00:00,65.9,43.69,50.84,yfinance
1888.T,1888,2015-02-11 19:00:00,33.4,50.35,-33.66,yfinance
1888.T,1888,2014-11-10 19:00:00,40.6,20.56,97.47,yfinance
1888.T,1888,2014-08-06 20:00:00,34.6,-40.77,184.87,yfinance
1888.T,1888,2014-05-13 20:00:00,48.5,41.84,15.92,yfinance
1888.T,1888,2014-02-11 19:00:00,78.2,47.05,66.21,yfinance
1888.T,1888,2013-11-10 19:00:00,22.7,4.12,450.97,yfinance
1888.T,1888,2013-08-08 20:00:00,-15.5,-49.21,68.5,yfinance
1888.T,1888,2013-05-13 20:00:00,53.7,54.35,-1.2,yfinance
1888.T,1888,2013-02-12 19:00:00,54.4,15.41,253.02,yfinance
1888.T,1888,2012-11-12 19:00:00,-7.9,0.6,-1416.67,yfinance
1888.T,1888,2012-08-09 20:00:00,-47.9,-36.37,-31.7,yfinance
1888.T,1888,2012-05-13 20:00:00,87.6,1.5,5740.0,yfinance
1893.T,1893,2020-05-11 02:00:00,19.2,15.9,20.75,yfinance
1911.T,1911,2026-02-13 01:00:00,61.45,44.0,39.66,yfinance
1911.T,1911,2025-10-30 20:00:00,33.55,43.3,-22.52,yfinance
1911.T,1911,2025-08-06 20:00:00,46.27,46.93,-1.41,yfinance
1911.T,1911,2025-04-30 02:00:00,32.86,47.85,-31.34,yfinance
1911.T,1911,2025-02-12 19:00:00,50.45,47.97,5.17,yfinance
1911.T,1911,2024-10-30 20:00:00,48.61,31.43,54.66,yfinance
1911.T,1911,2024-08-07 20:00:00,54.53,45.23,20.55,yfinance
1911.T,1911,2024-04-29 20:00:00,36.21,25.32,43.03,yfinance
1911.T,1911,2024-02-13 19:00:00,63.27,50.97,24.15,yfinance
1911.T,1911,2023-10-30 20:00:00,30.85,63.6,-51.5,yfinance
1911.T,1911,2023-08-07 20:00:00,50.37,35.2,43.09,yfinance
1911.T,1911,2023-04-26 20:00:00,24.02,23.33,2.96,yfinance
1911.T,1911,2023-02-13 19:00:00,43.29,28.8,50.32,yfinance
1911.T,1911,2022-10-30 20:00:00,55.3,12.9,328.71,yfinance
1911.T,1911,2022-04-26 20:00:00,37.69,38.57,-2.27,yfinance
1911.T,1911,2022-02-13 19:00:00,57.01,35.57,60.29,yfinance
1911.T,1911,2021-08-09 20:00:00,29.83,21.2,40.71,yfinance
1911.T,1911,2021-04-29 20:00:00,23.79,16.33,45.67,yfinance
1911.T,1911,2021-02-15 01:00:00,25.97,7.8,232.99,yfinance
1911.T,1911,2019-05-09 20:00:00,24.97,26.53,-5.89,yfinance
1911.T,1911,2017-01-30 19:00:00,9.39,10.93,-14.12,yfinance
1911.T,1911,2016-05-11 20:00:00,10.7,27.2,-60.65,yfinance
1911.T,1911,2016-01-28 19:00:00,-5.35,7.63,-170.13,yfinance
1911.T,1911,2014-05-07 20:00:00,18.78,15.87,18.34,yfinance
1921.T,1921,2016-02-11 19:00:00,22.04,1.67,1221.34,yfinance
1921.T,1921,2015-08-06 20:00:00,5.9,-0.09,6310.53,yfinance
1921.T,1921,2015-05-13 20:00:00,7.35,5.41,35.88,yfinance
1921.T,1921,2015-02-11 19:00:00,0.07,1.42,-95.06,yfinance
1921.T,1921,2014-11-12 19:00:00,11.03,8.0,37.94,yfinance
1921.T,1921,2014-08-07 20:00:00,6.9,4.22,63.43,yfinance
1921.T,1921,2014-05-12 20:00:00,9.98,-1.49,771.6,yfinance
1921.T,1921,2014-02-11 19:00:00,5.29,1.55,240.63,yfinance
1921.T,1921,2013-11-11 19:00:00,8.06,7.91,1.92,yfinance
1925.T,1925,2026-02-13 00:00:00,141.61,93.33,51.72,yfinance
1925.T,1925,2025-11-13 00:00:00,99.37,114.14,-12.94,yfinance
1925.T,1925,2025-08-05 20:00:00,123.25,117.82,4.61,yfinance
1925.T,1925,2025-05-13 01:00:00,141.52,77.34,82.99,yfinance
1925.T,1925,2025-02-12 19:00:00,127.74,77.28,65.29,yfinance
1925.T,1925,2024-11-11 19:00:00,101.9,87.26,16.78,yfinance
1925.T,1925,2024-08-06 20:00:00,142.84,89.33,59.9,yfinance
1925.T,1925,2024-05-09 20:00:00,128.26,85.41,50.16,yfinance
1925.T,1925,2024-02-08 19:00:00,94.07,76.87,22.38,yfinance
1925.T,1925,2023-11-09 19:00:00,143.69,124.18,15.72,yfinance
1925.T,1925,2023-08-06 20:00:00,91.14,65.63,38.87,yfinance
1925.T,1925,2023-05-11 20:00:00,216.04,107.79,100.42,yfinance
1925.T,1925,2023-02-09 19:00:00,91.54,88.15,3.84,yfinance
1925.T,1925,2022-11-09 19:00:00,105.82,110.76,-4.46,yfinance
1925.T,1925,2022-08-08 20:00:00,55.72,65.05,-14.34,yfinance
1925.T,1925,2022-05-12 20:00:00,88.14,94.09,-6.32,yfinance
1925.T,1925,2022-02-09 19:00:00,91.41,87.08,4.97,yfinance
1925.T,1925,2021-11-08 19:00:00,105.33,100.25,5.07,yfinance
1925.T,1925,2021-08-09 20:00:00,58.94,79.79,-26.13,yfinance
1925.T,1925,2021-05-13 20:00:00,60.89,44.48,36.89,yfinance
1925.T,1925,2021-02-08 19:00:00,97.58,37.98,156.94,yfinance
1925.T,1925,2020-11-10 19:00:00,88.9,64.72,37.36,yfinance
1925.T,1925,2020-08-06 20:00:00,49.81,48.18,3.39,yfinance
1925.T,1925,2020-05-13 20:00:00,57.08,81.62,-30.07,yfinance
1926.T,1926,2023-02-08 19:00:00,59.36,54.6,8.72,yfinance
1926.T,1926,2022-02-07 19:00:00,56.65,43.2,31.13,yfinance
1926.T,1926,2016-02-01 19:00:00,27.21,18.33,48.47,yfinance
1926.T,1926,2015-08-03 20:00:00,26.2,3.53,641.37,yfinance
1926.T,1926,2015-05-11 20:00:00,33.56,35.63,-5.82,yfinance
1926.T,1926,2015-02-02 19:00:00,23.71,21.28,11.44,yfinance
1926.T,1926,2014-11-04 19:00:00,19.65,14.38,36.68,yfinance
1926.T,1926,2014-08-04 20:00:00,10.48,-2.51,517.2,yfinance
1926.T,1926,2014-05-12 20:00:00,33.69,33.72,-0.08,yfinance
1926.T,1926,2014-02-03 19:00:00,24.35,20.12,21.01,yfinance
1926.T,1926,2013-11-04 19:00:00,16.35,15.75,3.8,yfinance
1926.T,1926,2013-08-05 20:00:00,1.06,-4.62,122.96,yfinance
1926.T,1926,2013-05-13 20:00:00,26.59,15.67,69.65,yfinance
1926.T,1926,2013-02-04 19:00:00,17.72,12.22,45.06,yfinance
1926.T,1926,2012-11-05 19:00:00,2.73,-3.62,175.48,yfinance
1926.T,1926,2012-08-06 20:00:00,-9.57,-13.02,26.49,yfinance
1926.T,1926,2012-05-13 20:00:00,9.8,22.54,-56.52,yfinance
1928.T,1928,2026-03-04 23:00:00,131.18,128.85,1.81,yfinance
1928.T,1928,2025-12-03 22:00:00,70.13,80.16,-12.51,yfinance
1928.T,1928,2025-09-03 23:00:00,105.27,92.41,13.92,yfinance
1928.T,1928,2025-06-05 00:00:00,51.49,83.64,-38.44,yfinance
1928.T,1928,2025-03-05 19:00:00,81.59,74.95,8.86,yfinance
1928.T,1928,2024-12-04 22:00:00,64.57,49.52,30.4,yfinance
1928.T,1928,2024-09-04 20:00:00,111.96,79.56,40.73,yfinance
1928.T,1928,2024-06-05 20:00:00,77.83,70.53,10.35,yfinance
1928.T,1928,2024-03-06 19:00:00,93.0,68.49,35.8,yfinance
1928.T,1928,2023-12-06 19:00:00,75.98,66.94,13.51,yfinance
1928.T,1928,2023-09-06 20:00:00,76.98,60.86,26.48,yfinance
1928.T,1928,2023-06-07 20:00:00,63.33,72.74,-12.93,yfinance
1928.T,1928,2023-03-08 19:00:00,52.53,45.86,14.54,yfinance
1928.T,1928,2022-12-07 19:00:00,68.99,42.89,60.84,yfinance
1928.T,1928,2022-09-07 20:00:00,69.66,62.49,11.47,yfinance
1928.T,1928,2022-06-08 20:00:00,85.4,54.77,55.93,yfinance
1928.T,1928,2022-03-09 19:00:00,56.31,58.41,-3.59,yfinance
1928.T,1928,2021-12-08 19:00:00,64.16,39.78,61.27,yfinance
1928.T,1928,2021-09-08 20:00:00,53.7,39.69,35.29,yfinance
1928.T,1928,2021-06-09 20:00:00,53.2,43.33,22.78,yfinance
1928.T,1928,2021-03-03 19:00:00,50.77,36.58,38.78,yfinance
1928.T,1928,2020-12-06 19:00:00,43.31,38.5,12.49,yfinance
1928.T,1928,2020-09-09 20:00:00,42.25,50.74,-16.73,yfinance
1928.T,1928,2020-06-03 20:00:00,44.85,35.81,25.25,yfinance
1929.T,1929,2016-02-07 19:00:00,16.43,21.9,-24.96,yfinance
1929.T,1929,2015-08-05 20:00:00,8.53,-4.5,289.47,yfinance
1929.T,1929,2015-05-07 20:00:00,34.6,26.35,31.29,yfinance
1929.T,1929,2015-02-05 19:00:00,-2.22,12.77,-117.38,yfinance
1929.T,1929,2014-11-06 19:00:00,8.12,5.43,49.62,yfinance
1929.T,1929,2014-08-06 20:00:00,-1.42,-7.53,81.14,yfinance
1929.T,1929,2014-05-08 20:00:00,29.28,16.2,80.79,yfinance
1929.T,1929,2014-02-06 19:00:00,14.53,19.1,-23.93,yfinance
1929.T,1929,2013-11-07 19:00:00,2.73,5.71,-52.17,yfinance
1929.T,1929,2013-08-06 20:00:00,-7.48,-7.56,1.11,yfinance
1929.T,1929,2013-05-08 20:00:00,63.64,30.88,106.12,yfinance
1934.T,1934,2017-01-25 19:00:00,38.03,10.65,257.19,yfinance
1934.T,1934,2016-07-26 20:00:00,6.39,-2.49,356.63,yfinance
1934.T,1934,2016-01-26 19:00:00,29.07,21.61,34.53,yfinance
1934.T,1934,2015-07-28 20:00:00,19.33,1.39,1294.66,yfinance
1934.T,1934,2015-04-27 20:00:00,105.93,102.63,3.21,yfinance
1934.T,1934,2015-01-27 19:00:00,33.83,16.36,106.81,yfinance
1934.T,1934,2014-10-28 20:00:00,19.5,10.69,82.38,yfinance
1934.T,1934,2014-07-28 20:00:00,-6.45,-12.96,50.22,yfinance
1934.T,1934,2014-04-24 20:00:00,71.84,1.03,6901.95,yfinance
1934.T,1934,2014-01-27 19:00:00,2.12,0.97,118.33,yfinance
1934.T,1934,2013-10-29 20:00:00,-18.66,-18.98,1.67,yfinance
1934.T,1934,2013-07-29 20:00:00,-11.28,-27.75,59.36,yfinance
1934.T,1934,2013-04-23 20:00:00,20.77,-8.92,332.82,yfinance
1934.T,1934,2013-01-27 19:00:00,-9.85,-23.32,57.76,yfinance
1934.T,1934,2012-10-29 20:00:00,-25.87,-25.15,-2.88,yfinance
1934.T,1934,2012-07-23 20:00:00,-31.11,-37.64,17.35,yfinance
1934.T,1934,2012-04-25 20:00:00,-122.51,9.24,-1425.44,yfinance
1934.T,1934,2012-01-25 19:00:00,-2.32,3.29,-170.6,yfinance
1934.T,1934,2011-10-26 20:00:00,17.6,7.78,126.31,yfinance
1934.T,1934,2011-07-27 20:00:00,0.66,-14.0,104.71,yfinance
1939.T,1939,2013-01-29 19:00:00,6.16,7.23,-14.84,yfinance
1939.T,1939,2012-07-30 20:00:00,-13.67,5.3,-357.7,yfinance
1939.T,1939,2012-04-26 20:00:00,13.59,17.24,-21.17,yfinance
1939.T,1939,2012-01-29 19:00:00,-3.29,4.74,-169.44,yfinance
1939.T,1939,2011-10-30 20:00:00,3.59,3.52,2.06,yfinance
1939.T,1939,2011-07-26 20:00:00,5.5,2.92,88.36,yfinance
1939.T,1939,2011-04-27 20:00:00,14.18,14.29,-0.82,yfinance
1939.T,1939,2011-01-30 19:00:00,7.94,8.35,-4.87,yfinance
1941.T,1941,2017-01-29 19:00:00,34.29,27.84,23.17,yfinance
1941.T,1941,2016-07-26 20:00:00,26.39,13.23,99.52,yfinance
1941.T,1941,2016-01-28 19:00:00,37.7,25.86,45.78,yfinance
1941.T,1941,2015-07-28 20:00:00,50.17,13.29,277.45,yfinance
1941.T,1941,2015-04-27 20:00:00,57.9,26.7,116.85,yfinance
1941.T,1941,2015-01-29 19:00:00,36.58,20.98,74.35,yfinance
1941.T,1941,2014-10-30 20:00:00,61.42,28.09,118.69,yfinance
1941.T,1941,2014-07-28 20:00:00,22.39,19.39,15.46,yfinance
1941.T,1941,2014-04-27 20:00:00,76.73,31.13,146.46,yfinance
1941.T,1941,2014-01-30 19:00:00,50.29,12.24,310.8,yfinance
1941.T,1941,2013-10-29 20:00:00,66.53,12.47,433.65,yfinance
1941.T,1941,2013-07-25 20:00:00,36.63,5.35,585.31,yfinance
1941.T,1941,2013-04-25 20:00:00,13.59,17.93,-24.21,yfinance
1941.T,1941,2013-01-30 19:00:00,18.11,-6.27,388.74,yfinance
1941.T,1941,2012-10-30 20:00:00,0.66,8.22,-91.97,yfinance
1941.T,1941,2012-07-30 20:00:00,-4.01,-10.06,60.16,yfinance
1941.T,1941,2012-04-26 20:00:00,24.47,27.91,-12.32,yfinance
1941.T,1941,2012-01-30 19:00:00,-25.63,-6.63,-286.28,yfinance
1941.T,1941,2011-10-30 20:00:00,-40.86,11.39,-458.7,yfinance
1941.T,1941,2011-07-28 20:00:00,-11.11,-0.33,-3297.55,yfinance
1941.T,1941,2011-04-27 20:00:00,27.17,31.64,-14.12,yfinance
1941.T,1941,2011-01-30 19:00:00,-0.11,7.05,-101.56,yfinance
1942.T,1942,2020-04-27 20:00:00,39.4,42.8,-7.94,yfinance
1942.T,1942,2019-04-25 20:00:00,34.12,43.0,-20.65,yfinance
1942.T,1942,2019-01-30 19:00:00,16.57,16.2,2.28,yfinance
1942.T,1942,2018-10-30 20:00:00,24.68,23.5,5.02,yfinance
1942.T,1942,2018-07-30 20:00:00,21.09,25.9,-18.57,yfinance
1942.T,1942,2018-04-26 20:00:00,34.72,38.3,-9.35,yfinance
1942.T,1942,2018-01-30 19:00:00,14.0,14.3,-2.1,yfinance
1942.T,1942,2017-10-30 20:00:00,20.93,21.1,-0.81,yfinance
1942.T,1942,2017-04-27 20:00:00,31.29,30.4,2.93,yfinance
1942.T,1942,2017-01-30 19:00:00,12.59,18.1,-30.44,yfinance
1942.T,1942,2016-10-30 20:00:00,20.27,19.6,3.42,yfinance
1942.T,1942,2016-07-27 20:00:00,21.96,14.2,54.65,yfinance
1942.T,1942,2016-04-27 20:00:00,15.95,16.9,-5.62,yfinance
1942.T,1942,2016-01-28 19:00:00,12.18,10.2,19.41,yfinance
1944.T,1944,2023-01-29 19:00:00,27.07,25.9,4.52,yfinance
1944.T,1944,2022-01-30 19:00:00,30.17,37.1,-18.68,yfinance
1944.T,1944,2021-10-27 20:00:00,30.31,33.5,-9.52,yfinance
1944.T,1944,2021-01-28 19:00:00,46.87,30.9,51.68,yfinance
1944.T,1944,2020-01-29 19:00:00,40.36,27.1,48.93,yfinance
1944.T,1944,2018-04-25 20:00:00,71.23,61.2,16.39,yfinance
1944.T,1944,2018-01-29 19:00:00,31.08,30.4,2.24,yfinance
1944.T,1944,2017-10-30 20:00:00,24.56,28.6,-14.13,yfinance
1944.T,1944,2017-07-25 20:00:00,9.0,6.5,38.46,yfinance
1944.T,1944,2017-04-26 20:00:00,58.41,47.9,21.94,yfinance
1944.T,1944,2017-01-29 19:00:00,31.34,29.5,6.24,yfinance
1944.T,1944,2016-10-30 20:00:00,27.0,25.8,4.65,yfinance
1944.T,1944,2016-07-28 20:00:00,4.82,11.5,-58.09,yfinance
1944.T,1944,2016-04-27 20:00:00,48.04,46.3,3.76,yfinance
1944.T,1944,2016-01-27 19:00:00,26.78,26.3,1.83,yfinance
1945.T,1945,2017-01-31 19:00:00,20.94,10.64,96.86,yfinance
1945.T,1945,2016-07-28 20:00:00,18.81,28.94,-35.0,yfinance
1945.T,1945,2016-01-31 19:00:00,22.08,10.57,108.89,yfinance
1945.T,1945,2015-07-29 20:00:00,13.04,27.1,-51.88,yfinance
1945.T,1945,2015-04-27 20:00:00,51.29,47.99,6.87,yfinance
1945.T,1945,2015-01-27 19:00:00,10.07,16.14,-37.61,yfinance
1945.T,1945,2014-10-27 20:00:00,17.01,20.07,-15.23,yfinance
1945.T,1945,2014-07-28 20:00:00,19.43,8.61,125.72,yfinance
1945.T,1945,2014-04-27 20:00:00,22.77,10.0,127.61,yfinance
1945.T,1945,2014-01-27 19:00:00,9.52,10.64,-10.48,yfinance
1945.T,1945,2013-10-28 20:00:00,5.37,6.42,-16.33,yfinance
1945.T,1945,2013-07-29 20:00:00,11.55,18.83,-38.65,yfinance
1945.T,1945,2013-05-08 20:00:00,-19.28,33.95,-156.78,yfinance
1945.T,1945,2013-01-30 19:00:00,20.06,13.95,43.76,yfinance
1945.T,1945,2012-11-01 20:00:00,16.54,3.57,363.83,yfinance
1946.T,1946,2016-01-27 19:00:00,17.33,13.49,28.44,yfinance
1946.T,1946,2015-07-30 20:00:00,13.94,4.52,208.2,yfinance
1946.T,1946,2015-04-27 20:00:00,10.69,16.75,-36.16,yfinance
1946.T,1946,2015-01-29 19:00:00,12.12,7.24,67.33,yfinance
1946.T,1946,2014-10-30 20:00:00,11.69,12.25,-4.59,yfinance
1946.T,1946,2014-07-27 20:00:00,2.79,-3.39,182.3,yfinance
1946.T,1946,2014-04-27 20:00:00,3.64,18.01,-79.79,yfinance
1946.T,1946,2014-01-30 19:00:00,8.9,5.06,75.96,yfinance
1946.T,1946,2013-10-28 20:00:00,19.91,6.68,198.1,yfinance
1946.T,1946,2013-07-28 20:00:00,4.46,-4.05,210.18,yfinance
1946.T,1946,2013-04-25 20:00:00,15.85,13.66,16.02,yfinance
1946.T,1946,2013-01-29 19:00:00,4.24,3.83,10.68,yfinance
1946.T,1946,2012-10-29 20:00:00,7.56,4.72,60.34,yfinance
1946.T,1946,2012-07-26 20:00:00,-2.6,-2.72,4.55,yfinance
1946.T,1946,2012-04-26 20:00:00,18.67,15.41,21.14,yfinance
1946.T,1946,2012-01-29 19:00:00,-13.29,3.74,-455.06,yfinance
1946.T,1946,2011-10-27 20:00:00,3.83,5.57,-31.25,yfinance
1946.T,1946,2011-07-28 20:00:00,-3.71,-1.5,-147.66,yfinance
1946.T,1946,2011-04-27 20:00:00,17.07,22.62,-24.54,yfinance
1946.T,1946,2011-01-26 19:00:00,2.95,0.96,206.97,yfinance
1950.T,1950,2017-01-30 19:00:00,36.01,26.93,33.71,yfinance
1950.T,1950,2016-07-28 20:00:00,-6.36,-6.79,6.33,yfinance
1950.T,1950,2016-01-28 19:00:00,25.75,27.01,-4.65,yfinance
1950.T,1950,2015-07-28 20:00:00,-0.52,-6.91,92.47,yfinance
